char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
炫,A,xuàn,,làm chói mắt; khoe khoang,resolved,火,Bộ Hỏa,record-radical,3,5,6,chars/70AB.json
炬,A,jù,,ngọn đuốc,resolved,火,Bộ Hỏa,record-radical,2,4,7,chars/70AC.json
炭,C,tàn,Than,than củi,not-resolved,,,not-resolved,6,9,5,chars/70AD.json
炮,A,pào,Pháo,pháo,resolved,火,Bộ Hỏa,record-radical,7,10,5,chars/70AE.json
炯,B,jiǒng,,sáng; rõ ràng,resolved,火,Bộ Hỏa,record-radical,4,0,7,chars/70AF.json
炰,C,páo,,nướng,not-resolved,,,not-resolved,0,0,7,chars/70B0.json
炱,B,tái,,bồ hóng,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/70B1.json
炲,C,tái,,biến thể của 炱[tai2],not-resolved,,,not-resolved,0,0,7,chars/70B2.json
炳,B,bǐng,Đòng / Bính,sáng; rực rỡ,resolved,火,Bộ Hỏa,record-radical,4,0,7,chars/70B3.json
炴,C,yǎng,,ánh lửa; ngọn lửa,not-resolved,,,not-resolved,0,0,7,chars/70B4.json
炷,B,zhù,,"bấc đèn dầu; đốt (hương, v.v.)",resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/70B7.json
炸,A,zhá,,chiên ngập dầu,resolved,火,Bộ Hỏa,record-radical,7,10,5,chars/70B8.json
点,C,diǎn,Điểm,giờ,not-resolved,,,not-resolved,20,10,1,chars/70B9.json
炻,C,shí,,đồ gốm sứ,not-resolved,,,not-resolved,1,0,7,chars/70BB.json
炼,A,liàn,Luyện,luyện,resolved,火,Bộ Hỏa,record-radical,6,10,3,chars/70BC.json
炽,B,chì,Xé,cháy; bừng cháy,resolved,火,Bộ Hỏa,record-radical,5,0,7,chars/70BD.json
炾,C,huǎng,,sáng sủa và rộng rãi,not-resolved,,,not-resolved,0,0,7,chars/70BE.json
烀,B,hū,,nấu với một lượng nước nhỏ,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/70C0.json
烁,C,shuò,,sáng; rực rỡ,not-resolved,,,not-resolved,4,5,6,chars/70C1.json
烂,A,làn,Lạn,thối,resolved,火,Bộ Hỏa,record-radical,6,10,5,chars/70C2.json
烃,B,tīng,,hydrocacbon,resolved,火,Bộ Hỏa,record-radical,6,0,7,chars/70C3.json
烈,A,liè,Liệt,nồng nhiệt; mãnh liệt,resolved,火,Bộ Hỏa,record-radical,9,10,5,chars/70C8.json
烉,C,huàn,,biến thể cũ của 煥|焕[huan4],not-resolved,,,not-resolved,0,0,7,chars/70C9.json
烊,B,yáng,Rang,nóng chảy; nung chảy,resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/70CA.json
烋,C,xiāo,,đun sôi hoặc xông khói,not-resolved,,,not-resolved,0,0,7,chars/70CB.json
烓,C,wēi,,bếp hình tam giác,not-resolved,,,not-resolved,0,0,7,chars/70D3.json
烔,C,tóng,,nóng; được đun nóng,not-resolved,,,not-resolved,0,0,7,chars/70D4.json
烕,C,miè,,biến thể cũ của 滅|灭[mie4],not-resolved,,,not-resolved,0,0,7,chars/70D5.json
烘,A,hōng,Hong,nướng; hơ nóng,resolved,火,Bộ Hỏa,record-radical,7,10,6,chars/70D8.json
烙,A,lào,,đóng dấu; ủi,resolved,火,Bộ Hỏa,record-radical,5,2,7,chars/70D9.json
烛,A,zhú,Chúc,nến; (văn học) chiếu sáng,resolved,火,Bộ Hỏa,record-radical,6,6,6,chars/70DB.json
烜,C,xuǎn,,rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/70DC.json
烝,C,zhēng,Chưng,đông đảo; quần chúng,not-resolved,,,not-resolved,0,0,7,chars/70DD.json
烟,A,yān,,khói,resolved,火,Bộ Hỏa,record-radical,14,10,4,chars/70DF.json
烤,A,kǎo,Khảo,nướng,resolved,火,Bộ Hỏa,record-radical,6,10,4,chars/70E4.json
烦,A,fán,Phiền,phiền,resolved,火,Bộ Hỏa,record-radical,10,10,4,chars/70E6.json
烧,A,shāo,Thiêu,đốt,resolved,火,Bộ Hỏa,record-radical,8,10,3,chars/70E7.json
烨,C,yè,,biến thể của 燁|烨[ye4],not-resolved,,,not-resolved,1,0,7,chars/70E8.json
烩,B,huì,,"hầm; nấu (cơm, v.v.) với rau, thịt và nước",resolved,火,Bộ Hỏa,record-radical,2,0,7,chars/70E9.json
烫,A,tàng,,"đốt, bỏng; nóng",resolved,火,Bộ Hỏa,record-radical,6,5,5,chars/70EB.json
烬,C,jìn,Tần,(dạng kết hợp) than tàn; tro,not-resolved,,,not-resolved,2,2,7,chars/70EC.json
热,A,rè,Nhiệt,nóng,resolved,火,Bộ Hỏa,record-radical,20,10,1,chars/70ED.json
烯,B,xī,,anken,resolved,火,Bộ Hỏa,record-radical,6,0,7,chars/70EF.json
烳,C,pǔ,,đi du lịch dưới ánh đuốc,not-resolved,,,not-resolved,0,0,7,chars/70F3.json
烷,B,wán,,ankan,resolved,火,Bộ Hỏa,record-radical,6,0,7,chars/70F7.json
烹,A,pēng,Phanh,phương pháp nấu; nấu sôi sống ai (hình phạt tử hình trong triều đại Trung Quốc),resolved,火,Bộ Hỏa,record-radical,5,10,6,chars/70F9.json
烺,C,lǎng,,rực sáng; ánh sáng,not-resolved,,,not-resolved,0,0,7,chars/70FA.json
烽,B,fēng,,lửa hiệu,resolved,火,Bộ Hỏa,record-radical,6,0,7,chars/70FD.json
焃,C,hè,,rực rỡ; sáng ngời,not-resolved,,,not-resolved,0,0,7,chars/7103.json
焄,C,xūn,,khói từ lễ cúng,not-resolved,,,not-resolved,0,0,7,chars/7104.json
焈,C,xī,,biến thể cũ của 熙[xi1],not-resolved,,,not-resolved,0,0,7,chars/7108.json
焉,C,yān,Vờn,ở đâu; như thế nào,not-resolved,,,not-resolved,6,2,7,chars/7109.json
焊,B,hàn,,hàn,resolved,火,Bộ Hỏa,record-radical,6,0,7,chars/710A.json
焌,B,jùn,,đốt lửa; châm lửa,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/710C.json
焐,A,wù,,hâm nóng,resolved,火,Bộ Hỏa,record-radical,1,2,7,chars/7110.json
焓,B,hán,Hầm,entalpi,resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/7113.json
焔,C,yàn,,biến thể cũ của 焰[yan4],not-resolved,,,not-resolved,0,0,7,chars/7114.json
焕,A,huàn,,rực rỡ; sáng ngời,resolved,火,Bộ Hỏa,record-radical,5,6,7,chars/7115.json
焖,B,mèn,,nấu trong nồi đậy kín; hầm,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7116.json
焗,B,jú,,"(phương ngữ) nấu trong muối hoặc cát, trong nồi kín; hấp",resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7117.json
焘,B,dào,,che phủ; bao trùm,resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/7118.json
焙,B,bèi,Vùi,sấy trên lửa; nướng,resolved,火,Bộ Hỏa,record-radical,3,0,7,chars/7119.json
焚,C,fén,,đốt,not-resolved,,,not-resolved,7,9,7,chars/711A.json
焜,C,kūn,,rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/711C.json
焞,C,tūn,Hửng,sáng; ngời,not-resolved,,,not-resolved,0,0,7,chars/711E.json
焟,C,xī,,khô,not-resolved,,,not-resolved,0,0,7,chars/711F.json
焠,C,cuì,Sốt,tôi (như thép),not-resolved,,,not-resolved,0,0,7,chars/7120.json
焢,B,hōng,,vẻ tức giận (cổ đại),resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7122.json
焦,A,jiāo,,cháy,resolved,火,Bộ Hỏa,record-radical,7,10,6,chars/7126.json
焮,C,xìn,,nhiệt; ngọn lửa,not-resolved,,,not-resolved,0,0,7,chars/712E.json
焯,B,chāo,,chần (rau),resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/712F.json
焰,A,yàn,Diễm,ngọn lửa,resolved,火,Bộ Hỏa,record-radical,6,7,6,chars/7130.json
焱,C,yàn,,biến thể của 焰[yan4],not-resolved,,,not-resolved,0,0,7,chars/7131.json
焴,C,yù,,biến thể cũ của 煜[yu4],not-resolved,,,not-resolved,0,0,7,chars/7134.json
然,A,rán,Nhiên,đúng; phải,resolved,火,Bộ Hỏa,record-radical,20,10,2,chars/7136.json
焼,C,shāo,,biến thể cũ của 燒|烧[shao1],not-resolved,,,not-resolved,0,0,7,chars/713C.json
焿,C,gēng,,"biến thể của 羹[geng1], dùng trong nhà hàng và chợ đêm ở Đài Loan",not-resolved,,,not-resolved,0,0,7,chars/713F.json
煁,C,chén,,lò than,not-resolved,,,not-resolved,0,0,7,chars/7141.json
煃,C,kuǐ,,rực lửa; cháy bừng,not-resolved,,,not-resolved,0,0,7,chars/7143.json
煅,B,duàn,,biến thể của 鍛|锻[duan4],resolved,火,Bộ Hỏa,record-radical,2,0,7,chars/7145.json
煆,B,xiā,,lửa cháy dữ dội,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7146.json
煇,C,huī,,sáng rạng; rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/7147.json
煊,B,xuān,,biến thể của 暄[xuan1],resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/714A.json
煌,A,huáng,,rực rỡ,resolved,火,Bộ Hỏa,record-radical,5,5,6,chars/714C.json
煍,C,jiǎo,,nhuộm màu bằng khói,not-resolved,,,not-resolved,0,0,7,chars/714D.json
煎,A,jiān,,rán,resolved,火,Bộ Hỏa,record-radical,6,6,6,chars/714E.json
煏,C,bì,Bức,(tiếng địa phương) hong khô bằng lửa,not-resolved,,,not-resolved,0,0,7,chars/714F.json
煐,C,yīng,,(dùng trong tên); đơn vị nhiệt Anh (BTU),not-resolved,,,not-resolved,0,0,7,chars/7150.json
煕,C,xī,,biến thể cũ của 熙,not-resolved,,,not-resolved,0,0,7,chars/7155.json
煚,C,jiǒng,,lửa,not-resolved,,,not-resolved,0,0,7,chars/715A.json
煜,C,yù,,rực rỡ; huy hoàng,not-resolved,,,not-resolved,1,0,7,chars/715C.json
煝,C,mèi,,rực rỡ; cháy mạnh,not-resolved,,,not-resolved,0,0,7,chars/715D.json
煞,C,shā,,chấm dứt; cắt ngắn,not-resolved,,,not-resolved,6,0,7,chars/715E.json
煟,C,wèi,,ánh lửa rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/715F.json
煠,C,yè,,chiên trong mỡ hoặc dầu; chần nước sôi,not-resolved,,,not-resolved,0,0,7,chars/7160.json
煤,A,méi,Muồi,than; LT:塊|块[kuai4],resolved,火,Bộ Hỏa,record-radical,6,10,5,chars/7164.json
煦,C,xù,,dịu dàng; ấm áp,not-resolved,,,not-resolved,3,0,7,chars/7166.json
照,A,zhào,Chiếu,chụp ảnh,resolved,火,Bộ Hỏa,record-radical,20,10,4,chars/7167.json
煨,B,wēi,Oi,hầm; nướng trong tro,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7168.json
煮,A,zhǔ,,đun sôi,resolved,火,Bộ Hỏa,record-radical,5,10,5,chars/716E.json
煰,C,zào,,khô (biến thể cũ của 燥[zao4]),not-resolved,,,not-resolved,0,0,7,chars/7170.json
煲,B,bāo,,đun sôi,resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/7172.json
煳,C,hú,,bị cháy; cháy khét,not-resolved,,,not-resolved,0,0,7,chars/7173.json
煴,C,yùn,Đào / Ùn,biến thể của 熨[yun4],not-resolved,,,not-resolved,0,0,7,chars/7174.json
煸,B,biān,,xào trước khi nướng hoặc hầm,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7178.json
煺,C,tuì,,nhổ lông gia cầm hoặc lông heo bằng nước nóng,not-resolved,,,not-resolved,0,0,7,chars/717A.json
煻,C,táng,,hơ ấm; nướng,not-resolved,,,not-resolved,0,0,7,chars/717B.json
煽,C,shān,Phiến,quạt lửa; kích động,not-resolved,,,not-resolved,3,4,7,chars/717D.json
熀,C,huǎng,,sáng; rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/7180.json
熁,C,xié,,(nghĩa không rõ),not-resolved,,,not-resolved,0,0,7,chars/7181.json
熄,C,xī,Tắt,dập tắt; tắt (lửa),not-resolved,,,not-resolved,3,4,6,chars/7184.json
熇,C,kǎo,,khô,not-resolved,,,not-resolved,0,0,7,chars/7187.json
熊,C,xióng,Hùng,gấu,not-resolved,,,not-resolved,7,10,3,chars/718A.json
熏,A,xūn,,xông khói,resolved,火,Bộ Hỏa,record-radical,6,3,6,chars/718F.json
熔,C,róng,,nấu chảy; hợp nhất,not-resolved,,,not-resolved,6,0,7,chars/7194.json
熘,B,liū,,xào nhanh; tương tự xào nhưng có thêm bột bắp,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7198.json
熙,A,xī,Hây,biến thể của 熙[xi1],resolved,火,Bộ Hỏa,record-radical,4,4,7,chars/7199.json
熛,C,biāo,,bùng cháy; ngọn lửa bùng lên,not-resolved,,,not-resolved,0,0,7,chars/719B.json
熜,B,cōng,,ống khói (cũ),resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/719C.json
熟,A,shú,Thục,chín,resolved,火,Bộ Hỏa,record-radical,8,10,4,chars/719F.json
熠,B,yì,,phát sáng; lóe lên,resolved,火,Bộ Hỏa,record-radical,3,0,7,chars/71A0.json
熤,C,yì,,(người),not-resolved,,,not-resolved,0,0,7,chars/71A4.json
熨,B,yùn,Ủi,ủi,resolved,火,Bộ Hỏa,record-radical,1,0,6,chars/71A8.json
熬,A,áo,,nấu nhừ,resolved,火,Bộ Hỏa,record-radical,6,10,6,chars/71AC.json
熯,C,hàn,,hong khô bằng lửa,not-resolved,,,not-resolved,0,0,7,chars/71AF.json
熳,B,màn,,lan ra,resolved,火,Bộ Hỏa,record-radical,1,0,7,chars/71B3.json
熴,C,kūn,,biến thể của 焜[kun1],not-resolved,,,not-resolved,0,0,7,chars/71B4.json
熵,B,shāng,,entropy (ký tự được tạo ra năm 1923),resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/71B5.json
熸,C,jiān,,dập tắt (lửa),not-resolved,,,not-resolved,0,0,7,chars/71B8.json
熹,B,xī,,sáng; ấm áp,resolved,火,Bộ Hỏa,record-radical,2,0,7,chars/71B9.json
熿,C,huáng,,rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/71BF.json
燂,C,qián,,làm nóng; cháy xém,not-resolved,,,not-resolved,0,0,7,chars/71C2.json
燃,A,rán,Nhen,cháy; đốt,resolved,火,Bộ Hỏa,record-radical,7,10,5,chars/71C3.json
燅,C,xián,,,not-resolved,,,not-resolved,0,0,,chars/71C5.json
燇,C,jùn,,biến thể cũ của 焌[jun4],not-resolved,,,not-resolved,0,0,7,chars/71C7.json
燊,C,shēn,,(lửa) thịnh vượng; mạnh mẽ,not-resolved,,,not-resolved,0,0,7,chars/71CA.json
燋,C,jiāo,,đốt cháy; làm cháy xém,not-resolved,,,not-resolved,0,0,7,chars/71CB.json
燎,B,liáo,Díp / Liệu,đốt; châm lửa,resolved,火,Bộ Hỏa,record-radical,4,0,7,chars/71CE.json
燏,C,yù,,ánh lửa rực rỡ,not-resolved,,,not-resolved,0,0,7,chars/71CF.json
燔,C,fán,,đốt; nướng thịt để cúng tế,not-resolved,,,not-resolved,0,0,7,chars/71D4.json
燕,C,Yān,Én,"Yên, một nước chư hầu của Chu ở hiện nay thuộc Hà Bắc và Liêu Ninh; bắc Hà Bắc",not-resolved,,,not-resolved,6,4,7,chars/71D5.json
燗,C,làn,,biến thể cũ của 爛|烂[lan4],not-resolved,,,not-resolved,0,0,7,chars/71D7.json
燚,C,yì,,bừng cháy; (dùng trong tên người),not-resolved,,,not-resolved,0,0,7,chars/71DA.json
燠,B,yù,,ấm áp,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/71E0.json
燡,C,yì,,bừng sáng; rạng rỡ,not-resolved,,,not-resolved,0,0,7,chars/71E1.json
燥,A,zào,Táo,khô; khô cằn; nóng nảy; bực bội,resolved,火,Bộ Hỏa,record-radical,6,6,5,chars/71E5.json
燧,B,suì,,"(hình thức kết hợp) vật liệu hoặc công cụ dùng để tạo lửa bằng ma sát hoặc tia nắng mặt trời; (hình thức kết hợp) lửa báo hiệu (tín hiệu báo động ở vùng biên giới), đặc biệt là lửa",resolved,火,Bộ Hỏa,record-radical,3,0,7,chars/71E7.json
燨,C,xī,,lửa,not-resolved,,,not-resolved,0,0,7,chars/71E8.json
燮,C,Xiè,,họ [Xie4],not-resolved,,,not-resolved,0,0,7,chars/71EE.json
燰,C,wēi,Áy,biến thể cũ của 煨[wei1],not-resolved,,,not-resolved,0,0,7,chars/71F0.json
燹,B,xiǎn,,đám cháy lớn,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/71F9.json
燽,C,chóu,,nổi bật; đáng chú ý,not-resolved,,,not-resolved,0,0,7,chars/71FD.json
燿,C,yào,,rực rỡ; vinh quang,not-resolved,,,not-resolved,0,0,7,chars/71FF.json
爆,A,bào,,xào nhanh,resolved,火,Bộ Hỏa,record-radical,9,10,6,chars/7206.json
爇,C,rè,,nhiệt; đốt,not-resolved,,,not-resolved,0,0,7,chars/7207.json
爊,C,āo,,biến thể của 熬[ao1],not-resolved,,,not-resolved,0,0,7,chars/720A.json
爌,B,huǎng,Quáng,biến thể cũ của 晃[huang3]; sáng,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/720C.json
爓,C,yàn,,ngọn lửa,not-resolved,,,not-resolved,0,0,7,chars/7213.json
爚,C,yuè,,sáng; rực cháy,not-resolved,,,not-resolved,0,0,7,chars/721A.json
爝,B,jué,,ngọn đuốc,resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/721D.json
爟,C,guàn,,nhóm lửa,not-resolved,,,not-resolved,0,0,7,chars/721F.json
爤,C,làn,,biến thể cũ của 爛|烂[lan4],not-resolved,,,not-resolved,0,0,7,chars/7224.json
爥,C,zhú,,biến thể cũ của 燭|烛[zhu2],not-resolved,,,not-resolved,0,0,7,chars/7225.json
爨,B,Cuàn,,họ [Cuan4],resolved,火,Bộ Hỏa,record-radical,0,0,7,chars/7228.json
爪,A,zhǎo,Trảo,chân của chim hoặc động vật; chân,resolved,爪,Bộ Trảo,self-radical,6,6,7,chars/722A.json
爫,C,zhǎo,Làm,"bộ ""trảo"" trong chữ Hán (bộ Khang Hy số 87)",not-resolved,,,not-resolved,0,0,7,chars/722B.json
爬,A,pá,Bò,leo,resolved,爪,Bộ Trảo,record-radical,7,10,3,chars/722C.json
爯,B,chèn,,biến thể cũ của 稱|称[chen4],resolved,爪,Bộ Trảo,record-radical,0,0,7,chars/722F.json
爰,B,Yuán,Vươn,họ [Yuan2],resolved,爪,Bộ Trảo,record-radical,0,0,7,chars/7230.json
爱,C,ài,Ái,yêu; tình yêu,not-resolved,,,not-resolved,20,10,1,chars/7231.json
爵,C,jué,Tước,đồ đựng rượu bằng đồng cổ có 3 chân và quai vòng; quý tộc,not-resolved,,,not-resolved,6,4,7,chars/7235.json
父,A,fù,Phụ,cha,resolved,父,Bộ Phụ,self-radical,10,10,4,chars/7236.json
爷,A,yé,,ông; ngài,resolved,父,Bộ Phụ,record-radical,7,10,3,chars/7237.json
爸,A,bà,,cha; ba,resolved,父,Bộ Phụ,record-radical,2,10,1,chars/7238.json
爹,B,diē,,"cha, bố",resolved,父,Bộ Phụ,record-radical,6,0,7,chars/7239.json
爻,B,yáo,,"Vạch bát quái, mỗi quẻ trong Kinh Dịch chia ra sáu hào",resolved,爻,Bộ Hào,self-radical,0,0,7,chars/723B.json
爽,C,shuǎng,Sửng,cảm thấy tốt,not-resolved,,,not-resolved,6,10,6,chars/723D.json
爿,B,pán,,"Tấm ván, tấm gỗ xẻ ra, nửa bên trái gọi là ""tường""",resolved,爿,Bộ,self-radical,0,0,7,chars/723F.json
牁,C,kē,,(dùng trong địa danh); cách phát âm ở Đài Loan: [ge1],not-resolved,,,not-resolved,0,0,7,chars/7241.json
牂,C,zāng,,cừu cái; tên địa danh,not-resolved,,,not-resolved,0,0,7,chars/7242.json
牄,C,qiāng,,đi nhanh,not-resolved,,,not-resolved,0,0,7,chars/7244.json
片,A,piàn,Phiến,miếng,resolved,片,Bộ Phiến,self-radical,20,10,5,chars/7247.json
版,A,bǎn,Bản,một đăng ký; khối in,resolved,片,Bộ Phiến,record-radical,10,10,5,chars/7248.json
牌,A,pái,Bài,nhãn hiệu,resolved,片,Bộ Phiến,record-radical,15,10,4,chars/724C.json
牍,B,dú,,tài liệu,resolved,片,Bộ Phiến,record-radical,4,0,7,chars/724D.json
牏,C,tóu,,ván ngắn; tấm ván,not-resolved,,,not-resolved,0,0,7,chars/724F.json
牒,C,dié,Điệp,tài liệu (chính thức); công văn,not-resolved,,,not-resolved,4,0,7,chars/7252.json
牖,C,yǒu,,khai sáng; cửa sổ mắt cáo,not-resolved,,,not-resolved,0,0,7,chars/7256.json
牙,A,yá,Nha,răng,resolved,牙,Bộ Nha,self-radical,9,10,3,chars/7259.json
牚,C,chēng,,biến thể của 撐|撑[cheng1],not-resolved,,,not-resolved,0,0,7,chars/725A.json
牛,A,niú,Ngưu,bò,resolved,牛,Bộ Ngưu,self-radical,8,10,2,chars/725B.json
牝,B,pìn,,"(của chim, động vật hoặc thực vật) giống cái; lỗ khóa",resolved,牛,Bộ Ngưu,record-radical,1,0,7,chars/725D.json
牟,A,Móu,Rậm / Màu,họ [Mou2],resolved,牛,Bộ Ngưu,record-radical,6,1,7,chars/725F.json
牠,C,tā,,nó (dùng cho động vật),not-resolved,,,not-resolved,0,0,7,chars/7260.json
牡,A,mǔ,,"(chim, động vật hoặc thực vật) đực; chìa khóa",resolved,牛,Bộ Ngưu,record-radical,5,4,7,chars/7261.json
牢,C,láo,Lao,chuồng gia súc,not-resolved,,,not-resolved,8,10,6,chars/7262.json
牣,C,rèn,Nhẳn,lấp đầy; nhét,not-resolved,,,not-resolved,0,0,7,chars/7263.json
牤,C,māng,,bò đực; xem 牤牛[mang1 niu2],not-resolved,,,not-resolved,0,0,7,chars/7264.json
牦,C,máo,Li,bò yak (Bos grunniens),not-resolved,,,not-resolved,1,0,7,chars/7266.json
牧,C,Mù,,họ [Mu4],not-resolved,,,not-resolved,6,10,6,chars/7267.json
物,A,wù,Vật,"Vật, đồ vật, sự vật",resolved,牛,Bộ Ngưu,record-radical,20,10,3,chars/7269.json
牮,C,jiàn,,chống đỡ,not-resolved,,,not-resolved,0,0,7,chars/726E.json
牯,B,gǔ,,bò đực; bò,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/726F.json
牲,A,shēng,Sinh,động vật nuôi; động vật hiến tế,resolved,牛,Bộ Ngưu,record-radical,6,10,6,chars/7272.json
牳,C,mǔ,,(thuộc về bò),not-resolved,,,not-resolved,0,0,7,chars/7273.json
牴,B,dǐ,,húc; chống cự,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/7274.json
牵,C,qiān,,"kéo, lôi kéo",not-resolved,,,not-resolved,7,10,6,chars/7275.json
牷,C,quán,,bò đực một màu,not-resolved,,,not-resolved,0,0,7,chars/7277.json
牸,B,zì,,con cái của động vật nuôi,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/7278.json
特,A,tè,Đặc,đặc biệt,resolved,牛,Bộ Ngưu,record-radical,20,10,3,chars/7279.json
牺,A,xī,,hy sinh,resolved,牛,Bộ Ngưu,record-radical,5,10,6,chars/727A.json
牻,C,máng,,(văn học) trâu bò đen trắng,not-resolved,,,not-resolved,0,0,7,chars/727B.json
牼,C,kēng,,xương ống chân của bò,not-resolved,,,not-resolved,0,0,7,chars/727C.json
牾,B,wǔ,,phản đối; húc,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/727E.json
牿,B,gù,,chuồng hoặc bãi nhốt gia súc,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/727F.json
犀,C,xī,Tê,tê giác; sắc bén,not-resolved,,,not-resolved,5,1,7,chars/7280.json
犁,C,lí,,cái cày,not-resolved,,,not-resolved,6,0,7,chars/7281.json
犂,C,lí,,xem 犂靬[Li2 jian1]; biến thể của 犁[li2],not-resolved,,,not-resolved,0,0,7,chars/7282.json
犄,B,jī,,sừng trâu; cánh quân,resolved,牛,Bộ Ngưu,record-radical,2,0,7,chars/7284.json
犆,C,tè,,động vật đực,not-resolved,,,not-resolved,0,0,7,chars/7286.json
犉,C,rún,,con bò,not-resolved,,,not-resolved,0,0,7,chars/7289.json
犊,C,dú,,bê; con vật hiến tế,not-resolved,,,not-resolved,6,0,7,chars/728A.json
犍,B,jiān,,bò thiến; bò đực bị thiến,resolved,牛,Bộ Ngưu,record-radical,2,0,7,chars/728D.json
犎,B,fēng,,bò u; bò indicus,resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/728E.json
犏,B,piān,,dùng trong 犏牛[pian1 niu2],resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/728F.json
犒,B,kào,,"thưởng hoặc an ủi bằng quà tặng là thức ăn, đồ uống, v.v.",resolved,牛,Bộ Ngưu,record-radical,2,0,7,chars/7292.json
犗,C,jiè,,bò thiến,not-resolved,,,not-resolved,0,0,7,chars/7297.json
犛,C,lí,,bò đen; bò yak,not-resolved,,,not-resolved,0,0,7,chars/729B.json
犟,B,jiàng,,biến thể của 強|强[jiang4],resolved,牛,Bộ Ngưu,record-radical,1,0,7,chars/729F.json
犠,C,xī,Nghé,biến thể tiếng Nhật của 犧|牺,not-resolved,,,not-resolved,0,0,7,chars/72A0.json
犨,C,chōu,,tiếng thở hổn hển của bò; tiếng gầm của trâu,not-resolved,,,not-resolved,0,0,7,chars/72A8.json
犩,C,wéi,,"loài bò yak cổ đại ở đông nam Trung Quốc, còn gọi là 犪牛[kui2 niu2]",not-resolved,,,not-resolved,0,0,7,chars/72A9.json
犪,B,kuí,,dùng trong 犪牛[kui2 niu2],resolved,牛,Bộ Ngưu,record-radical,0,0,7,chars/72AA.json
犫,C,chōu,,biến thể cũ của 犨[chou1],not-resolved,,,not-resolved,0,0,7,chars/72AB.json
犬,A,quǎn,,chó,resolved,犬,Bộ Khuyển,self-radical,7,8,6,chars/72AC.json
犭,B,quǎn,,con chó.,resolved,犬,Bộ Khuyển,radical-variant,0,0,7,chars/72AD.json
犮,C,bá,,biến thể cũ của 拔[ba2],not-resolved,,,not-resolved,0,0,7,chars/72AE.json
犯,A,fàn,Phạm,phạm,resolved,犬,Bộ Khuyển,record-radical,10,10,6,chars/72AF.json
犰,B,qiú,,dùng trong 犰狳[qiu2 yu2],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72B0.json
犴,B,àn,,nhà tù,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72B4.json
犵,C,qì,,tên một bộ lạc,not-resolved,,,not-resolved,0,0,7,chars/72B5.json
状,A,zhuàng,Trạng,"trạng thái, điều kiện",resolved,犬,Bộ Khuyển,record-radical,8,10,5,chars/72B6.json
犷,B,guǎng,,thô lỗ; không lịch sự,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72B7.json
犸,B,mǎ,,voi ma mút,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72B8.json
犹,A,yóu,,"Như, vẫn còn, giống như, do dự",resolved,犬,Bộ Khuyển,record-radical,7,10,5,chars/72B9.json
犺,C,kàng,,chó dữ,not-resolved,,,not-resolved,0,0,7,chars/72BA.json
狁,B,yǔn,,tên một bộ lạc,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72C1.json
狂,A,kuáng,Cuồng,hoang dã,resolved,犬,Bộ Khuyển,record-radical,11,10,5,chars/72C2.json
狃,B,niǔ,Nữu,quen với,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72C3.json
