target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
欢呼,multi-character-word,huān hū,hoan hô,7,new_hsk,,,0,5,8,0,2,True
欢声笑语,multi-character-word,huān shēng xiào yǔ,tiếng cười vui vẻ,7,new_hsk,,,0,3,4,0,4,True
欢天喜地,multi-character-word,huān tiān xǐ dì,"vui như trẩy hội, vui mừng khôn xiết",7,boya,,,0,0,2,0,0,True
欢快,multi-character-word,huān kuài,vui vẻ và nhẹ nhàng,7,new_hsk,,,0,4,6,0,2,True
欢悦,multi-character-word,huān yuè,"Vui sướng, hân hoan",7,boya,,,0,0,2,0,0,True
欢聚,multi-character-word,huān jù,cuộc gặp gỡ vui vẻ,7,new_hsk,,,0,3,6,0,2,True
欢迎,multi-character-word,huān yíng,hoan nghênh,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,5,10,1,2,True
欣,single-character,xīn,vui vẻ,5,char_dictionary,resolved,欠,4,4,10,0,0,False
欣喜,multi-character-word,xīn xǐ,vui mừng,7,new_hsk,,,0,0,3,0,2,True
欣慰,multi-character-word,xīn wèi,hài lòng,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
欣欣向荣,multi-character-word,xīn xīn xiàng róng,phồn thịnh,"6,7","hsk,new_hsk",,,0,0,3,0,4,True
欣赏,multi-character-word,xīn shǎng,ngưỡng mộ,"3,5","boya,hsk",,,0,4,8,0,2,True
欧,single-character,Oū,châu Âu (viết tắt của 歐洲|欧洲[Ou1zhou1]); họ [Ou1],5,char_dictionary,resolved,欠,2,0,10,0,0,False
欧洲,multi-character-word,Ōu zhōu,Châu Âu,2,boya,,,0,0,10,0,2,True
欧美,multi-character-word,ōu měi,Âu Mỹ (Châu Âu và Châu Mỹ),1,boya,,,0,0,2,0,0,True
欲,single-character,yù,khao khát; thèm muốn,6,char_dictionary,resolved,欠,6,10,10,0,0,False
欲念,multi-character-word,yù niàn,"dục vọng, ham muốn",8,boya,,,0,0,2,0,0,True
欲望,multi-character-word,yù wàng,khao khát,"3,7","boya,new_hsk",,,0,4,6,0,2,True
欺,single-character,qī,lợi dụng không công bằng; lừa dối,6,char_dictionary,resolved,欠,4,6,10,1,0,False
欺侮,multi-character-word,qī wǔ,"Bắt nạt, ức hiếp, lấn át",3,boya,,,0,0,2,0,0,True
欺诈,multi-character-word,qī zhà,lừa đảo,7,new_hsk,,,0,4,5,0,2,True
欺负,multi-character-word,qī fu,bắt nạt,"6,7","boya,hsk,new_hsk",,,0,1,4,1,2,True
欺骗,multi-character-word,qī piàn,lừa dối,"6,7","hsk,new_hsk",,,0,1,6,0,2,True
款,single-character,kuǎn,mục; đoạn,4,char_dictionary,resolved,士,15,10,10,0,0,False
款式,multi-character-word,kuǎn shì,kiểu dáng,"6,7","hsk,new_hsk",,,0,1,5,0,2,True
款项,multi-character-word,kuǎn xiàng,quỹ,7,new_hsk,,,0,6,7,0,2,True
歇,single-character,xiē,nghỉ ngơi,5,"boya,hsk,new_hsk",resolved,欠,0,2,4,0,1,True
歉,single-character,qiàn,xin lỗi; hối tiếc,4,char_dictionary,resolved,欠,4,10,10,0,0,False
歉意,multi-character-word,qiàn yì,lời xin lỗi,7,new_hsk,,,0,2,3,0,2,True
歉疚,multi-character-word,qiàn jiù,"cảm thấy có lỗi, hối hận",4,boya,,,0,0,2,0,0,True
歌,single-character,gē,bài hát,1,"boya,new_hsk",resolved,欠,15,10,10,4,1,True
歌剧,multi-character-word,gē jù,nhạc kịch,7,new_hsk,,,0,3,3,0,2,True
歌咏,multi-character-word,gē yǒng,hát; ca hát,7,new_hsk,,,0,3,3,0,2,True
歌唱,multi-character-word,gē chàng,hát,6,new_hsk,,,0,1,7,1,2,True
歌喉,multi-character-word,gē hóu,"giọng hát (hay), tiếng hát",3,boya,,,0,0,2,0,0,True
歌声,multi-character-word,gē shēng,âm thanh của bài hát,3,new_hsk,,,0,5,10,0,2,True
歌手,multi-character-word,gē shǒu,ca sĩ,3,new_hsk,,,0,3,7,0,2,True
歌星,multi-character-word,gē xīng,ca sĩ ngôi sao,6,new_hsk,,,0,0,0,0,2,True
歌曲,multi-character-word,gē qǔ,bài hát,"1,5","boya,new_hsk",,,0,6,10,0,2,True
歌舞,multi-character-word,gē wǔ,múa hát,7,new_hsk,,,0,2,4,0,2,True
歌词,multi-character-word,gē cí,lời bài hát,"1,6,7","boya,new_hsk",,,0,3,5,0,2,True
歌迷,multi-character-word,gē mí,người hâm mộ ca sĩ,3,new_hsk,,,0,2,2,0,2,True
歌颂,multi-character-word,gē sòng,tán dương,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
止,single-character,zhǐ,dừng lại,6,new_hsk,resolved,止,15,10,10,0,1,True
止咳,multi-character-word,zhǐ ké,ngừng ho,7,new_hsk,,,0,4,4,0,2,True
止步,multi-character-word,zhǐ bù,dừng lại,7,new_hsk,,,0,4,4,0,2,True
止血,multi-character-word,zhǐ xuè,cầm máu,7,new_hsk,,,0,3,4,0,2,True
正,single-character,zhèng,chính xác,"1,2,3","boya,new_hsk",not-resolved,,15,10,10,4,0,True
正在,multi-character-word,zhèng zài,đang,"1,2,3","boya,hsk,new_hsk,yct",,,0,6,10,4,0,True
正好,multi-character-word,zhèng hǎo,vừa đúng,"2,4","boya,hsk,new_hsk",,,0,1,2,2,0,True
正宗,multi-character-word,zhèng zōng,chính thống,"6,7","hsk,new_hsk",,,0,4,4,0,2,True
正常,multi-character-word,zhèng cháng,bình thường,"2,4,6","boya,hsk,new_hsk",,,0,4,10,0,0,True
正式,multi-character-word,zhèng shì,chính thức,"3,4","hsk,new_hsk",,,0,10,10,1,0,True
正当,multi-character-word,zhèng dàng,phù hợp,"6,7","boya,new_hsk",,,0,6,6,0,0,True
正是,multi-character-word,zhèng shì,chính xác là,2,new_hsk,,,0,0,5,0,2,True
正气,multi-character-word,zhèng qì,trung thực,"6,7","boya,hsk",,,0,1,3,0,2,True
正点,multi-character-word,zhèng diǎn,"Đúng giờ, đúng kế hoạch",2,boya,,,0,0,2,0,0,True
正版,multi-character-word,zhèng bǎn,bản sao hợp pháp,5,new_hsk,,,0,1,3,0,2,True
正直,multi-character-word,zhèng zhí,thẳng thắn,7,new_hsk,,,0,4,7,0,2,True
正确,multi-character-word,zhèng què,đúng,"2,4","hsk,new_hsk",,,0,4,10,0,0,True
正经,multi-character-word,zhèng jing,trung thực,"6,8","boya,hsk",,,0,0,4,0,2,True
正能量,multi-character-word,zhèng néng liàng,năng lượng tích cực,7,new_hsk,,,0,0,3,0,3,True
正规,multi-character-word,zhèng guī,"chính quy, chính thức",6,hsk,,,0,2,6,0,2,True
正视,multi-character-word,zhèng shì,đối diện thẳng,7,new_hsk,,,0,5,7,0,2,True
正负,multi-character-word,zhèng fù,"cộng trừ, tích cực và tiêu cực",6,hsk,,,0,0,3,0,2,True
正面,multi-character-word,zhèng miàn,trực tiếp,7,new_hsk,,,0,4,5,0,2,True
此,single-character,cǐ,này,4,new_hsk,resolved,止,15,10,10,3,1,True
此事,multi-character-word,cǐ shì,việc này,6,new_hsk,,,0,4,9,0,2,True
此刻,multi-character-word,cǐ kè,lúc này,7,boya,,,0,0,3,0,2,True
此前,multi-character-word,cǐ qián,trước khi,6,new_hsk,,,0,0,4,0,2,True
此处,multi-character-word,cǐ chù,địa điểm này,6,new_hsk,,,0,0,2,0,2,True
此外,multi-character-word,cǐ wài,ngoài ra,"4,5,6","boya,hsk,new_hsk",,,0,1,2,0,0,True
此次,multi-character-word,cǐ cì,lần này,6,new_hsk,,,0,3,7,0,2,True
此致,multi-character-word,cǐ zhì,với lời chào,6,new_hsk,,,0,1,3,0,2,True
此起彼伏,multi-character-word,cǐ qǐ bǐ fú,nổi lên từng cái một,7,new_hsk,,,0,3,4,0,4,True
步,single-character,bù,bước,"3,5","boya,new_hsk",resolved,止,15,10,10,4,1,True
步伐,multi-character-word,bù fá,bước chân,"6,7,8","boya,hsk,new_hsk",,,0,1,3,0,2,True
步入,multi-character-word,bù rù,bước vào,"4,7","boya,new_hsk",,,0,5,5,0,2,True
步履蹒跚,multi-character-word,bù lǚ pán shān,"Bước đi loạng choạng, lảo đảo",8,boya,,,0,0,3,0,0,True
步枪,multi-character-word,bù qiāng,súng trường,4,boya,,,0,0,2,0,0,True
步武,multi-character-word,bù wǔ,"Noi gương, bắt chước",7,boya,,,0,0,2,0,0,True
步行,multi-character-word,bù xíng,đi bộ,4,"boya,new_hsk",,,0,2,0,0,2,True
步骤,multi-character-word,bù zhòu,bước,7,new_hsk,,,0,2,8,0,0,True
武,single-character,Wǔ,họ [Wu3],5,char_dictionary,resolved,戈,7,10,10,0,0,False
武力,multi-character-word,wǔ lì,bạo lực,7,new_hsk,,,0,4,5,0,2,True
武器,multi-character-word,wǔ qì,vũ khí,"3,6","boya,new_hsk",,,1,7,10,0,0,True
武术,multi-character-word,wǔ shù,wushu,"3,5","hsk,new_hsk",,,0,3,10,0,0,True
武装,multi-character-word,wǔ zhuāng,vũ trang,7,new_hsk,,,0,4,5,0,0,True
歧,single-character,qí,phân kỳ; đường nhánh,6,char_dictionary,resolved,止,2,2,10,0,0,False
歧视,multi-character-word,qí shì,phân biệt; kỳ thị,"6,7","hsk,new_hsk",,,0,2,6,0,2,True
歪,single-character,wāi,cong,7,new_hsk,not-resolved,,2,2,7,0,0,True
歪曲,multi-character-word,wāi qū,xuyên tạc,7,new_hsk,,,1,0,3,0,0,True
歪歪曲曲,multi-character-word,wāi wāi qū qū,"ngoằn ngoèo, cong queo",5,hsk,,,0,0,0,0,0,True
歹,single-character,dǎi,xấu; độc ác,6,char_dictionary,resolved,歹,2,4,10,0,0,False
歹徒,multi-character-word,dǎi tú,tội phạm,"6,7","hsk,new_hsk",,,0,0,5,0,2,True
死,single-character,sǐ,chết,"1,3,4,6","boya,hsk,new_hsk",resolved,歹,6,10,10,2,1,True
死亡,multi-character-word,sǐ wáng,chết,"5,6","boya,hsk,new_hsk",,,0,3,6,0,2,True
死心,multi-character-word,sǐ xīn,bỏ cuộc,7,new_hsk,,,1,5,7,0,2,True
死心塌地,multi-character-word,sǐ xīn tā dì,quyết tâm,7,new_hsk,,,0,4,5,0,4,True
死记硬背,multi-character-word,sǐ jì yìng bèi,"học vẹt, học thuộc lòng một cách máy móc",5,hsk,,,0,0,2,0,0,True
歼,single-character,jiān,"tiêu diệt; viết tắt của 殲擊機|歼击机[jian1 ji1 ji1], máy bay chiến đấu",7,char_dictionary,not-resolved,,1,4,4,0,0,False
歼灭,multi-character-word,jiān miè,tiêu diệt,7,new_hsk,,,0,4,4,0,2,True
殃,single-character,yāng,tai họa,6,char_dictionary,resolved,歹,2,3,7,0,0,False
殃及,multi-character-word,yāng jí,"Gây tai họa/ảnh hưởng đến, liên lụy đến",7,boya,,,0,0,2,0,0,True
殊,single-character,shū,khác; độc đáo,5,char_dictionary,resolved,歹,2,7,10,1,0,False
残,single-character,cán,còn lại,7,new_hsk,resolved,歹,11,10,10,0,1,True
残害,multi-character-word,cán hài,"tàn hại, hủy hoại, làm hại nghiêm trọng",7,boya,,,0,0,2,0,0,True
残忍,multi-character-word,cán rěn,tàn nhẫn,"6,7","hsk,new_hsk",,,0,4,7,0,2,True
残留,multi-character-word,cán liú,còn lại,"6,7","hsk,new_hsk",,,0,3,5,0,2,True
残疾,multi-character-word,cán jí,khuyết tật,"3,6","boya,hsk,new_hsk",,,1,5,9,0,2,True
残疾人,multi-character-word,cán jí rén,người khuyết tật,6,new_hsk,,,0,3,5,0,3,True
残缺,multi-character-word,cán quē,hư hại nặng,7,new_hsk,,,0,4,4,0,2,True
残羹剩炙,multi-character-word,cán gēng shèng zhì,"Cơm thừa canh cặn, đồ ăn thừa",7,boya,,,0,0,2,0,0,True
残酷,multi-character-word,cán kù,tàn nhẫn,"5,6","boya,hsk,new_hsk",,,0,5,6,0,2,True
殖,single-character,zhí,sinh trưởng; sinh sản,6,char_dictionary,resolved,歹,4,8,10,0,0,False
殖民地,multi-character-word,zhí mín dì,thuộc địa,7,boya,,,0,0,3,0,3,True
殳,single-character,shū,"Cái thù, một thứ đồ binh dài một trượng hai thước, không có mũi nhọn",99,radicals_214,resolved,殳,0,0,0,0,0,False
殴,single-character,Oū,họ [Ou1],6,char_dictionary,resolved,殳,1,0,3,0,0,False
殴打,multi-character-word,ōu dǎ,đánh đập,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
段,single-character,duàn,đoạn,"2,3,4","boya,hsk,new_hsk,yct",resolved,石,7,10,10,0,0,True
段落,multi-character-word,duàn luò,đoạn văn,7,new_hsk,,,0,3,4,0,2,True
殷,single-character,Yīn,"họ [Yin1]; tên triều đại cuối thời Thương, sau khi dời đến Yinxu 殷墟[Yin1xu1] ở Hà Nam ngày nay",7,char_dictionary,not-resolved,,1,2,3,0,0,False
殷勤,multi-character-word,yīn qín,niềm nở,7,new_hsk,,,0,2,3,0,2,True
殿,single-character,diàn,đại sảnh cung điện,6,char_dictionary,not-resolved,,2,5,10,0,0,False
殿堂,multi-character-word,diàn táng,cung điện,7,new_hsk,,,0,4,5,0,2,True
毁,single-character,huǐ,phá hủy,"4,6","boya,new_hsk",not-resolved,,5,10,10,0,1,True
毁坏,multi-character-word,huǐ huài,phá hủy,7,new_hsk,,,0,4,5,0,2,True
毁灭,multi-character-word,huǐ miè,hủy diệt,"6,7","boya,hsk,new_hsk",,,0,0,3,0,2,True
毅,single-character,yì,kiên định và quả quyết; vững vàng,6,char_dictionary,resolved,殳,3,3,10,0,0,False
毅力,multi-character-word,yì lì,ý chí,7,new_hsk,,,0,0,7,0,0,True
毅然,multi-character-word,yì rán,kiên quyết,7,new_hsk,,,0,0,3,0,0,True
毋,single-character,wú,"Chớ, đừng",99,radicals_214,resolved,毋,0,0,0,0,0,False
母,single-character,mǔ,cái,6,new_hsk,not-resolved,,15,10,10,4,1,True
母亲,multi-character-word,mǔ qīn,mẹ,"2,3,4","boya,hsk,new_hsk",,,0,4,10,0,2,True
母女,multi-character-word,mǔ nǚ,mẹ và con gái,6,new_hsk,,,0,3,4,0,2,True
母子,multi-character-word,mǔ zǐ,mẹ và con,6,new_hsk,,,0,4,5,0,2,True
母本,multi-character-word,mǔ běn,"bản gốc, cây mẹ (trong sinh học), nguồn gốc",7,boya,,,0,0,2,0,0,True
母校,multi-character-word,mǔ xiào,"Trường cũ, trường mẹ, alma mater",2,boya,,,0,0,3,0,0,True
母爱,multi-character-word,mǔ ài,Tình mẫu tử,4,boya,,,0,0,3,1,0,True
母语,multi-character-word,mǔ yǔ,tiếng mẹ đẻ,"5,6","boya,hsk",,,0,0,3,0,2,True
母鸡,multi-character-word,mǔ jī,gà mái,6,new_hsk,,,0,1,5,0,2,True
每,single-character,měi,mỗi,"1,2,3,4,6","boya,hsk,new_hsk,yct",not-resolved,,2,10,10,4,1,True
每当,multi-character-word,měi dāng,bất cứ khi nào,7,new_hsk,,,0,4,5,0,2,True
每逢,multi-character-word,měi féng,mỗi lần,7,new_hsk,,,0,2,5,0,2,True
毒,single-character,dú,độc,5,new_hsk,resolved,屮,7,10,10,0,1,True
毒品,multi-character-word,dú pǐn,ma túy,"6,8","boya,hsk,new_hsk",,,0,2,7,0,2,True
比,single-character,bǐ,so sánh; hơn,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,比,15,10,10,4,0,True
比一比,multi-character-word,bǐ yī bǐ,so sánh,"3,4",yct,,,0,1,4,0,3,True
比不上,multi-character-word,bǐ bu shàng,không thể so sánh với,7,new_hsk,,,0,3,4,0,3,True
比例,multi-character-word,bǐ lì,tỷ lệ,"3,5","hsk,new_hsk",,,0,5,5,0,0,True
比分,multi-character-word,bǐ fēn,tỷ số,4,new_hsk,,,0,0,1,0,2,True
比喻,multi-character-word,bǐ yù,phép ẩn dụ,"6,7,8","boya,hsk,new_hsk",,,0,4,8,1,2,True
比如,multi-character-word,bǐ rú,ví dụ,"1,2,3,4,5","boya,hsk,new_hsk",,,1,0,3,0,2,True
比如说,multi-character-word,bǐ rú shuō,ví dụ như,2,"boya,new_hsk",,,0,0,0,0,3,True
比方,multi-character-word,bǐ fang,ví dụ,6,hsk,,,1,0,5,0,2,True
比方说,multi-character-word,bǐ fang shuō,"Ví dụ, chẳng hạn",3,boya,,,0,0,3,0,0,True
比比皆是,multi-character-word,bǐ bǐ jiē shì,ở đâu cũng thấy; khắp nơi,7,new_hsk,,,0,4,4,0,4,True
比试,multi-character-word,bǐ shi,cạnh tranh,7,new_hsk,,,0,2,3,0,2,True
比赛,multi-character-word,bǐ sài,thi đấu,"1,3,4","boya,hsk,new_hsk,yct",,,0,10,10,4,2,True
比起,multi-character-word,bǐ qǐ,so với,7,new_hsk,,,0,3,6,1,2,True
比较,multi-character-word,bǐ jiào,tương đối,"1,3,4","boya,hsk,new_hsk,yct",,,0,3,10,2,2,True
比重,multi-character-word,bǐ zhòng,tỷ trọng,6,hsk,,,0,0,1,0,2,True
毕,single-character,Bì,họ [Bi4],4,char_dictionary,resolved,比,4,10,10,1,0,False
毕业,multi-character-word,bì yè,tốt nghiệp,"1,3,4,5","boya,hsk,new_hsk,yct",,,1,7,10,1,2,True
毕业生,multi-character-word,bì yè shēng,sinh viên tốt nghiệp,4,new_hsk,,,0,1,6,0,3,True
毕竟,multi-character-word,bì jìng,sau tất cả,"3,5","boya,hsk",,,0,0,5,0,2,True
毙,single-character,bì,chết; bắn chết,7,char_dictionary,not-resolved,,1,2,3,0,0,False
毛,single-character,máo,mao,"1,2,3,4","boya,hsk,new_hsk",resolved,毛,12,10,10,3,0,True
毛孔,multi-character-word,máo kǒng,Lỗ chân lông,5,hsk,,,0,0,0,0,0,True
毛巾,multi-character-word,máo jīn,khăn,4,"hsk,new_hsk",,,0,0,3,0,2,True
毛病,multi-character-word,máo bing,khuyết điểm,"1,3,5,6","boya,hsk,new_hsk",,,1,5,6,0,2,True
毛线,multi-character-word,máo xiàn,"sợi len, len (dùng để đan, móc)",7,boya,,,0,0,2,0,0,True
毛衣,multi-character-word,máo yī,áo len,"1,4","boya,new_hsk",,,0,1,4,0,2,True
毫,single-character,háo,lông; bút vẽ,5,char_dictionary,resolved,毛,6,10,10,1,0,False
毫不,multi-character-word,háo bù,không chút nào,"6,7","boya,new_hsk",,,1,10,10,0,2,True
毫不犹豫,multi-character-word,háo bù yóu yù,không hề do dự,7,new_hsk,,,0,3,7,0,4,True
毫升,multi-character-word,háo shēng,mililit,4,new_hsk,,,0,0,2,0,2,True
毫无,multi-character-word,háo wú,hoàn toàn không,"3,5,6,7","boya,hsk,new_hsk",,,0,5,9,1,2,True
毫米,multi-character-word,háo mǐ,milimét,4,new_hsk,,,0,0,3,0,0,True
毯,single-character,tǎn,mền; thảm,5,char_dictionary,resolved,毛,2,6,8,0,0,False
毯子,multi-character-word,tǎn zi,chăn,7,new_hsk,,,0,3,4,0,2,True
氏,single-character,shì,tên thị tộc; tên thời con gái,6,char_dictionary,resolved,氏,2,3,10,0,0,False
民,single-character,Mín,họ [Min2],4,char_dictionary,not-resolved,,15,10,10,0,0,False
民主,multi-character-word,mín zhǔ,dân chủ,6,new_hsk,,,0,3,5,0,0,True
民众,multi-character-word,mín zhòng,người dân,7,new_hsk,,,0,3,7,0,2,True
民俗,multi-character-word,mín sú,phong tục dân gian,7,new_hsk,,,0,4,5,0,2,True
民办,multi-character-word,mín bàn,do nhân dân tổ chức,7,new_hsk,,,0,4,4,0,2,True
民居,multi-character-word,mín jū,"nhà dân, nhà ở của người dân",5,hsk,,,0,0,0,0,0,True
民工,multi-character-word,mín gōng,lao động nhập cư,6,new_hsk,,,1,4,4,0,2,True
民意,multi-character-word,mín yì,ý chí nhân dân,6,new_hsk,,,0,3,5,0,2,True
民族,multi-character-word,mín zú,dân tộc,"2,3,4","boya,hsk,new_hsk",,,1,10,10,0,2,True
民歌,multi-character-word,mín gē,dân ca,"1,6","boya,new_hsk",,,0,1,0,0,2,True
民用,multi-character-word,mín yòng,dân sự,7,new_hsk,,,0,4,7,0,0,True
民警,multi-character-word,mín jǐng,cảnh sát nhân dân,6,new_hsk,,,0,3,4,0,2,True
民间,multi-character-word,mín jiān,dân gian,"3,6","hsk,new_hsk",,,0,5,10,0,0,True
氓,single-character,máng,dùng trong 流氓[liu2 mang2],6,char_dictionary,not-resolved,,1,0,3,0,0,False
气,single-character,qì,"khí, không khí, hơi nước",2,"boya,new_hsk",resolved,气,15,10,10,4,1,True
气候,multi-character-word,qì hòu,khí hậu,"3,4","hsk,new_hsk",,,0,6,10,0,0,True
气功,multi-character-word,qì gōng,khí công,6,hsk,,,0,0,3,0,2,True
气势,multi-character-word,qì shì,khí thế,"6,7","hsk,new_hsk",,,0,1,5,0,2,True
气味,multi-character-word,qì wèi,mùi,"6,7","boya,hsk,new_hsk",,,0,3,6,0,2,True
气哼哼,multi-character-word,qì hēng hēng,"Giận dỗi, hậm hực (thường kèm tiếng thở phì phò)",7,boya,,,0,0,2,0,0,True
气壮山河,multi-character-word,qì zhuàng shān hé,"Khí thế hùng tráng ngút trời, khí phách ngất trời (mô tả tinh thần oai hùng, tráng lệ)",7,boya,,,0,0,2,0,0,True
气息,multi-character-word,qì xī,không khí,7,new_hsk,,,0,3,6,0,2,True
气愤,multi-character-word,qì fèn,tức giận,7,new_hsk,,,0,4,4,0,2,True
气概,multi-character-word,qì gài,phẩm chất cao quý,6,hsk,,,0,1,3,0,2,True
气氛,multi-character-word,qì fēn,không khí,"3,5,6","boya,hsk,new_hsk",,,0,10,10,1,2,True
气泡,multi-character-word,qì pào,bọt khí,7,new_hsk,,,0,2,3,0,2,True
气派,multi-character-word,qì pài,hoành tráng,7,new_hsk,,,0,1,4,0,2,True
气温,multi-character-word,qì wēn,nhiệt độ không khí,2,new_hsk,,,0,4,10,0,2,True
气球,multi-character-word,qì qiú,bóng bay,"4,7",new_hsk,,,1,5,8,0,2,True
气管,multi-character-word,qì guǎn,khí quản,7,new_hsk,,,0,2,1,0,2,True
气色,multi-character-word,qì sè,sắc mặt,6,hsk,,,0,0,3,0,2,True
气质,multi-character-word,qì zhí,khí chất,7,new_hsk,,,0,8,10,0,2,True
气馁,multi-character-word,qì něi,nản lòng,7,new_hsk,,,0,4,4,0,2,True
气魄,multi-character-word,qì pò,tinh thần,"6,7","hsk,new_hsk",,,0,1,2,0,2,True
氛,single-character,fēn,khí độc; hơi,5,char_dictionary,resolved,气,2,10,10,1,0,False
氛围,multi-character-word,fēn wéi,bầu không khí,7,new_hsk,,,0,3,6,0,2,True
氧,single-character,yǎng,oxy,7,new_hsk,resolved,气,2,6,10,0,1,True
氧气,multi-character-word,yǎng qì,oxy,6,new_hsk,,,0,4,6,0,0,True
水,single-character,shuǐ,nước,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,水,15,10,10,4,0,True
水仙,multi-character-word,shuǐ xiān,hoa thủy tiên,4,boya,,,0,0,2,0,0,True
水准,multi-character-word,shuǐ zhǔn,mức độ,7,new_hsk,,,0,4,4,0,2,True
水利,multi-character-word,shuǐ lì,thủy lợi,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
水土,multi-character-word,shuǐ tǔ,Đất đai và nước; thổ nhưỡng,4,boya,,,0,0,3,0,0,True
水域,multi-character-word,shuǐ yù,vùng nước,7,new_hsk,,,0,4,4,0,2,True
水壶,multi-character-word,shuǐ hú,ấm đun nước,"7,8","boya,new_hsk",,,0,0,1,0,2,True
水平,multi-character-word,shuǐ píng,"mức độ, tiêu chuẩn","2,3,4","boya,hsk,new_hsk,yct",,,0,9,10,1,0,True
水手,multi-character-word,shuǐ shǒu,thủy thủ,7,new_hsk,,,0,3,4,0,2,True
水晶,multi-character-word,shuǐ jīng,pha lê,7,new_hsk,,,0,2,4,0,2,True
水果,multi-character-word,shuǐ guǒ,trái cây,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,6,10,3,0,True
水槽,multi-character-word,shuǐ cáo,bồn rửa bát,7,new_hsk,,,0,4,4,0,2,True
水泥,multi-character-word,shuǐ ní,xi măng,6,hsk,,,0,0,3,0,2,True
水涨船高,multi-character-word,shuǐ zhǎng chuán gāo,nước lên thuyền lên,7,new_hsk,,,0,2,4,0,4,True
水温,multi-character-word,shuǐ wēn,nhiệt độ nước,7,new_hsk,,,0,4,4,0,2,True
水源,multi-character-word,shuǐ yuán,nguồn nước,7,new_hsk,,,0,4,8,0,2,True
水灵灵,multi-character-word,shuǐ líng líng,đẹp và tràn đầy năng lượng,7,new_hsk,,,0,2,3,0,3,True
水烟,multi-character-word,shuǐ yān,Thuốc lào (hút qua nước),4,boya,,,0,0,2,0,0,True
水稻,multi-character-word,shuǐ dào,lúa,7,new_hsk,,,0,5,8,0,2,True
水管,multi-character-word,shuǐ guǎn,ống nước,7,new_hsk,,,0,5,7,0,2,True
水落石出,multi-character-word,shuǐ luò shí chū,sự thật ra ánh sáng,7,new_hsk,,,0,2,3,0,4,True
水货,multi-character-word,shuǐ huò,hàng lậu,7,new_hsk,,,0,4,4,0,2,True
水面,multi-character-word,shuǐ miàn,mặt nước,7,new_hsk,,,0,3,5,1,2,True
水龙头,multi-character-word,shuǐ lóng tóu,vòi nước,"6,7","boya,hsk,new_hsk",,,0,3,6,0,3,True
氵,single-character,shuǐ,"Nước, chất lỏng, sông hồ.",99,radicals_214,resolved,水,0,0,0,0,0,False
永,single-character,yǒng,mãi mãi; luôn luôn,4,char_dictionary,not-resolved,,5,10,10,1,0,False
永不,multi-character-word,yǒng bù,không bao giờ,7,new_hsk,,,0,4,5,0,2,True
永世长存,multi-character-word,yǒng shì cháng cún,"Muôn đời tồn tại, vĩnh viễn trường tồn",3,boya,,,0,0,2,0,0,True
永久,multi-character-word,yǒng jiǔ,vĩnh viễn,7,new_hsk,,,0,5,4,0,2,True
永恒,multi-character-word,yǒng héng,vĩnh cửu,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
永远,multi-character-word,yǒng yuǎn,mãi mãi,"2,4","hsk,new_hsk",,,0,3,10,1,0,True
汁,single-character,zhī,nước ép,7,new_hsk,resolved,水,3,10,10,0,1,True
求,single-character,qiú,cầu xin,2,new_hsk,not-resolved,,15,10,10,4,1,True
求乞,multi-character-word,qiú qǐ,"Ăn xin, khất thực",7,boya,,,0,0,2,0,0,True
求助,multi-character-word,qiú zhù,yêu cầu giúp đỡ,7,new_hsk,,,0,2,6,0,2,True
求医,multi-character-word,qiú yī,tìm kiếm điều trị y tế,7,new_hsk,,,0,2,4,0,2,True
求婚,multi-character-word,qiú hūn,cầu hôn,7,new_hsk,,,0,0,1,0,2,True
求学,multi-character-word,qiú xué,theo đuổi kiến thức,7,new_hsk,,,0,4,7,0,2,True
求救,multi-character-word,qiú jiù,cầu cứu,7,new_hsk,,,0,4,7,0,2,True
求职,multi-character-word,qiú zhí,tìm việc,6,new_hsk,,,0,3,4,0,2,True
求证,multi-character-word,qiú zhèng,tìm kiếm bằng chứng,7,new_hsk,,,0,3,4,0,2,True
汇,single-character,huì,hợp lưu,4,new_hsk,resolved,匚,8,10,10,0,1,True
汇合,multi-character-word,huì hé,hợp lại,7,new_hsk,,,0,2,3,0,2,True
汇报,multi-character-word,huì bào,báo cáo,4,new_hsk,,,0,3,8,0,0,True
汇率,multi-character-word,huì lǜ,tỷ giá,"4,5","hsk,new_hsk",,,0,4,3,0,0,True
汇聚,multi-character-word,huì jù,tụ họp,7,new_hsk,,,0,0,5,0,2,True
汇集,multi-character-word,huì jí,thu thập,7,new_hsk,,,0,0,2,0,2,True
汉,single-character,Hàn,dân tộc Hán; tiếng Trung Quốc,1,char_dictionary,resolved,水,3,10,10,4,0,False
汉字,multi-character-word,hàn zì,chữ Hán,1,"boya,hsk,new_hsk",,,0,3,10,4,2,True
