word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
毕竟,3,2,bì jìng,sau tất cả,"sau tất cả, cho đến cuối cùng; thực ra là",0,0,0,0,4,1,0,0,PASS,PASS
毛病,1,2,máo bing,khuyết điểm,khuyết điểm; tật xấu; trục trặc,0,2,1,1,2,1,0,1,PASS,PASS
毛衣,1,2,máo yī,áo len,áo len,0,0,0,0,0,1,0,0,PASS,PASS
毫无,3,2,háo wú,hoàn toàn không,Nghĩa của 毫无,0,0,0,0,4,2,0,0,PASS,PASS
民族,2,2,mín zú,dân tộc,Dân tộc,1,0,0,0,3,1,0,0,PASS,PASS
民歌,1,2,mín gē,dân ca,dân ca,0,0,0,0,0,1,0,0,PASS,PASS
民间,3,2,mín jiān,dân gian,Dân gian,0,0,0,0,3,1,0,0,PASS,PASS
气候,3,2,qì hòu,khí hậu,khí hậu,0,2,0,0,2,1,0,0,PASS,PASS
气氛,3,2,qì fēn,không khí,không khí,0,2,0,0,5,2,0,1,PASS,PASS
气温,2,2,qì wēn,nhiệt độ không khí,khí ôn,0,2,0,0,2,1,0,0,PASS,PASS
水平,2,2,shuǐ píng,mức độ,mức độ; tiêu chuẩn,0,1,1,3,3,2,0,1,PASS,PASS
水果,1,2,shuǐ guǒ,trái cây,"trái cây, hoa quả",0,3,1,1,7,4,0,0,PASS,PASS
永远,2,2,yǒng yuǎn,mãi mãi,mãi mãi,0,3,1,1,4,2,0,0,PASS,PASS
汉字,1,2,hàn zì,chữ Hán,chữ Hán,0,2,1,3,9,9,0,0,PASS,PASS
汉语,1,2,hàn yǔ,tiếng Trung,tiếng Trung (ngôn ngữ),0,3,3,7,20,10,0,1,PASS,PASS
汽车,1,2,qì chē,xe ô tô,xe ô tô,1,2,0,0,4,3,0,0,PASS,PASS
沙发,3,2,shā fā,ghế sofa,ghế sofa,0,0,0,0,0,1,0,0,PASS,PASS
沙子,3,2,shā zi,cát,cát,0,1,1,2,2,1,0,0,PASS,PASS
沙滩,3,2,shā tān,bãi cát,bãi cát,0,2,0,0,4,1,0,0,PASS,PASS
沙锅,3,2,shā guō,Nồi đất,"Nồi đất, nồi gốm",0,0,0,0,2,1,0,0,PASS,PASS
沟通,2,2,gōu tōng,giao tiếp,"Giao tiếp, trao đổi, liên lạc; kết nối thông tin giữa người với người",0,0,0,0,3,1,0,0,PASS,PASS
没事,1,2,méi shì,không sao,"không sao, không có gì",1,0,0,0,0,1,0,1,PASS,PASS
没有,1,2,méi yǒu,không,"không có, chưa",1,3,0,0,17,10,0,1,PASS,PASS
没用,3,2,méi yòng,vô dụng,"vô dụng, không có ích; không tác dụng",0,1,0,0,2,1,0,0,PASS,PASS
没落,3,2,mò luò,suy tàn,"suy tàn, xuống dốc, không còn thịnh vượng",0,2,0,0,4,1,0,0,PASS,PASS
沮丧,3,2,jǔ sàng,nản lòng,Nghĩa của 沮丧,0,0,0,0,3,1,0,0,PASS,PASS
河北,2,2,Hé běi,Hà Bắc (tỉnh ở Trung Quốc),Hà Bắc (tỉnh ở Trung Quốc).,0,0,0,0,2,1,0,0,PASS,PASS
河流,2,2,hé liú,Sông,"Sông, dòng sông",0,0,0,0,2,1,0,0,PASS,PASS
油漆,3,2,yóu qī,sơn,Nghĩa của 油漆,0,0,0,0,3,1,0,0,PASS,PASS
沾边,3,2,zhān biān,Có liên quan,"Có liên quan, dính dáng",0,0,0,0,1,1,0,0,PASS,PASS
法则,3,2,fǎ zé,Quy tắc,"Quy tắc, pháp tắc, định luật",0,0,0,0,2,1,0,0,PASS,PASS
法国,1,2,Fǎ guó,nước Pháp,nước Pháp,0,0,0,0,0,1,0,0,PASS,PASS
注意,2,2,zhù yì,chú ý,"Chú ý, để ý, quan tâm",0,2,0,0,3,2,0,1,PASS,PASS
泰国,1,2,Tài guó,nước Thái Lan,nước Thái Lan,0,0,0,0,1,2,0,0,PASS,PASS
洁白,2,2,jié bái,Trắng tinh,"Trắng tinh, trắng muốt, trong trắng.",0,0,0,0,2,1,0,0,PASS,PASS
洗澡,2,2,xǐ zǎo,tắm,tắm,0,1,1,2,2,1,0,0,PASS,PASS
活力,3,2,huó lì,sức sống,"sức sống, năng lượng, sinh lực",0,0,0,0,2,2,0,0,PASS,PASS
活动,2,2,huó dòng,hoạt động,hoạt động,0,2,0,0,4,3,0,0,PASS,PASS
活泼,3,2,huó pō,sôi nổi,"hoạt bát, sôi nổi, linh hoạt — thường dùng để tả người (đặc biệt trẻ em) vui vẻ, năng động, không ngại ngùng; cũng dùng tả văn phong hoặc phong cách sinh động",0,3,1,1,4,1,0,0,PASS,PASS
流利,2,2,liú lì,lưu loát,lưu loát; trôi chảy,0,1,1,2,2,1,0,0,PASS,PASS
流行,1,2,liú xíng,phổ biến,phổ biến,0,2,1,1,2,1,0,2,PASS,PASS
浪漫,3,2,làng màn,lãng mạn,lãng mạn,0,0,0,0,1,1,0,0,PARTIAL,PASS
浪费,2,2,làng fèi,lãng phí,lãng phí,0,2,1,1,2,1,0,0,PASS,PASS
海关,3,2,hǎi guān,hải quan,hải quan,0,2,1,1,2,1,0,0,PASS,PASS
海滨,3,2,hǎi bīn,bờ biển,Nghĩa của 海滨,0,0,0,0,3,1,1,1,PASS,PASS
海边,2,2,hǎi biān,bờ biển,hải biên,0,2,1,1,3,1,0,1,PASS,PASS
海鸥,2,2,hǎi ōu,Chim hải âu,Chim hải âu,0,0,0,0,2,1,0,0,PASS,PASS
消失,3,2,xiāo shī,biến mất,"biến mất, tan biến",0,1,0,0,2,1,0,1,PASS,PASS
消息,2,2,xiāo xi,tin tức,tin tức,0,2,1,1,4,3,0,1,PASS,PASS
消灭,3,2,xiāo miè,tiêu diệt,"tiêu diệt, diệt trừ",0,0,0,0,4,1,0,0,PASS,PASS
消费,3,2,xiāo fèi,Tiêu thụ,"tiêu dùng, tiêu thụ",0,2,0,0,1,1,0,0,PASS,PASS
液体,3,2,yè tǐ,chất lỏng,chất lỏng,0,2,0,0,4,1,0,0,PASS,PASS
淀粉,2,2,diàn fěn,tinh bột,tinh bột,0,0,0,0,3,1,0,0,PASS,PASS
淡水,3,2,dàn shuǐ,nước ngọt,Nghĩa của 淡水,0,0,0,0,3,1,0,0,PASS,PASS
深入,3,2,shēn rù,đi sâu vào,"đi sâu vào, thấu đáo",0,2,1,1,1,1,0,0,PASS,PASS
深刻,2,2,shēn kè,sâu sắc,"sâu sắc, thấm thía; tác động mạnh mẽ đến tâm trí hoặc cảm xúc",0,2,0,0,2,1,0,0,PASS,PASS
深夜,2,2,shēn yè,đêm khuya,"Đêm khuya — khoảng thời gian muộn trong đêm, thường sau nửa đêm, khi mọi người đã ngủ.",0,3,0,0,4,1,0,0,PASS,PASS
清晨,2,2,qīng chén,sáng sớm,sáng sớm,0,0,0,0,0,0,0,1,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
清楚,2,2,qīng chu,rõ ràng,"thanh sở, rõ ràng",0,3,1,1,6,5,0,4,PASS,PASS
清闲,3,2,qīng xián,nhàn hạ,"nhàn hạ, rảnh rỗi",0,0,0,0,2,1,0,0,PASS,PASS
渐渐,2,2,jiàn jiàn,dần dần,dần dần,0,1,1,2,2,1,0,0,PASS,PASS
温和,3,2,wēn hé,dịu dàng,dịu dàng; ôn hòa; nhẹ nhàng,0,0,0,0,2,1,0,0,PASS,PASS
温度,2,2,wēn dù,nhiệt độ,nhiệt độ,0,1,0,0,1,1,0,0,PASS,PASS
温暖,2,2,wēn nuǎn,ấm áp,"ấm áp; ấm áp, tình cảm; nhân hậu",0,2,0,0,2,2,0,1,PASS,PASS
游客,3,2,yóu kè,Du khách,Du khách; khách du lịch,0,0,0,0,3,2,0,0,PASS,PASS
游戏,2,2,yóu xì,trò chơi,trò chơi,1,2,0,0,2,1,0,0,PASS,PASS
游泳,1,2,yóu yǒng,bơi lội,bơi lội,1,2,0,0,6,5,0,0,PASS,PASS
游览,2,2,yóu lǎn,đi tham quan,đi tham quan,0,2,0,0,4,1,0,0,PASS,PASS
源头,3,2,yuán tóu,nguồn gốc,nguồn gốc,0,3,3,3,3,1,0,1,PASS,PASS
溪流,3,2,xī liú,suối,"suối, dòng suối",0,0,0,0,2,1,0,0,PASS,PASS
滑冰,3,2,huá bīng,trượt băng,trượt băng,0,2,0,0,4,1,0,0,PASS,PASS
满意,2,2,mǎn yì,hài lòng,hài lòng,0,2,1,1,3,2,0,0,PASS,PASS
满足,3,2,mǎn zú,thỏa mãn,"Thỏa mãn, hài lòng",0,2,0,0,3,1,0,0,PASS,PASS
漂亮,1,2,piào liang,đẹp,phiếu lượng,0,2,0,0,5,8,0,2,PASS,PASS
演出,2,2,yǎn chū,biểu diễn,"biểu diễn; trình diễn nghệ thuật trước công chúng như kịch, múa, nhạc",0,2,0,0,2,1,0,2,PASS,PASS
演员,2,2,yǎn yuán,diễn viên,diễn viên,0,2,1,1,2,1,0,0,PASS,PASS
演唱,3,2,yǎn chàng,hát,"Hát, biểu diễn âm nhạc",1,2,0,0,2,1,0,1,PASS,PASS
演奏,3,2,yǎn zòu,biểu diễn,"biểu diễn nhạc cụ, trình tấu (chơi nhạc trước khán giả)",0,4,0,0,4,1,0,2,PASS,PASS
漫画,3,2,màn huà,truyện tranh,truyện tranh,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
潇洒,3,2,xiāo sǎ,thanh thoát,"pha ke, tự do, ung dung, phóng khoáng (thái độ sống hoặc phong thái)",0,3,3,3,4,1,0,0,PASS,PASS
火车,1,2,huǒ chē,tàu hỏa,"tàu hỏa, tàu lửa",1,2,2,3,6,3,0,0,PASS,PASS
火锅,2,2,huǒ guō,lẩu,"Hoả oa — lẩu; món ăn nấu tại bàn với nồi nước dùng sôi, nhúng các nguyên liệu tươi.",0,3,2,3,4,1,0,0,PASS,PASS
灭绝,3,2,miè jué,tuyệt chủng,"Diệt tuyệt — tuyệt chủng, diệt vong hoàn toàn; xóa sổ không còn sót lại.",0,3,1,1,4,1,0,0,PASS,PASS
灵通,3,2,líng tōng,thông thạo,"Linh thông — thông tin nhanh nhạy, nắm bắt tin tức tốt; (cũ) linh nghiệm, thông suốt.",0,3,1,2,4,1,0,0,PASS,PASS
灵魂,3,2,líng hún,linh hồn,"linh hồn; tinh thần, cốt lõi",0,2,0,0,3,1,0,0,PASS,PASS
灿烂,2,2,càn làn,rực rỡ,Nghĩa của 灿烂,0,0,0,0,3,1,0,0,PASS,PASS
炉灶,3,2,lú zào,bếp,"bếp lò, cái bếp",0,0,0,0,3,1,0,0,PASS,PASS
炸药,3,2,zhà yào,thuốc nổ,thuốc nổ,0,1,1,1,3,1,0,0,PASS,PASS
点头,2,2,diǎn tóu,gật đầu,gật đầu,0,1,1,1,2,1,0,0,PASS,PASS
点心,2,2,diǎn xīn,món tráng miệng,món tráng miệng,0,2,0,0,4,1,0,0,PASS,PASS
点缀,3,2,diǎn zhuì,trang trí,Nghĩa của 点缀,0,0,0,0,3,1,0,0,PASS,PASS
点钟,1,2,diǎn zhōng,Giờ,"Giờ, giờ đồng hồ (thường dùng sau số)",0,0,0,0,2,1,0,2,PASS,PASS
烙饼,2,2,lào bǐng,Bánh rán,"Bánh rán, bánh dẹt áp chảo (một loại bánh mì dẹt của Trung Quốc).",0,0,0,0,2,1,0,0,PASS,PASS
热情,1,2,rè qíng,nhiệt tình,nhiệt tình,0,1,0,0,4,3,0,0,PASS,PASS
热烈,3,2,rè liè,nồng nhiệt,"nồng nhiệt, sôi nổi; nhiệt tình",0,2,1,1,2,2,0,0,PASS,PASS
热爱,3,2,rè'ài,yêu tha thiết,"Yêu tha thiết, yêu mến",0,3,0,0,3,1,0,0,PASS,PASS
热闹,1,2,rè nao,nhộn nhịp,nhộn nhịp,0,1,1,2,2,1,0,0,PASS,PASS
然后,1,2,rán hòu,sau đó,sau đó,0,2,1,1,5,4,0,1,PASS,PASS
照片,1,2,zhào piàn,bức ảnh,bức ảnh,0,2,0,0,4,3,0,0,PASS,PASS
照相,2,2,zhào xiàng,chụp ảnh,chụp ảnh,1,1,0,0,3,1,0,1,PASS,PASS
照顾,2,2,zhào gù,chăm sóc,chăm sóc,0,3,0,0,3,2,0,0,PASS,PASS
熊猫,2,2,xióng māo,gấu trúc,gấu trúc,1,2,0,0,3,2,0,0,PASS,PASS
熟人,3,2,shú rén,người quen,Người quen,0,0,0,0,3,1,0,0,PASS,PASS
熟悉,1,2,shú xī,quen thuộc,quen thuộc,0,3,0,0,2,1,0,0,PASS,PASS
熬夜,1,2,áo yè,thức khuya,"Ngao dạ (熬夜, áo yè) — thức khuya, thức đêm để làm việc hoặc giải trí. Hàm ý chịu đựng sự mệt mỏi để không đi ngủ.",0,4,2,2,4,1,0,0,PASS,PASS
燃烧,3,2,rán shāo,đốt cháy,"đốt cháy, cháy bùng lên",0,0,0,0,3,1,0,0,PASS,PASS
爪牙,3,2,zhǎo yá,Tay sai,"Tay sai, đồng bọn (mang nghĩa xấu)",0,0,0,0,2,1,0,0,PASS,PASS
爬山,2,2,pá shān,leo núi,leo núi,0,1,0,0,4,3,0,0,PASS,PASS
爱人,2,2,ài rén,vợ chồng,vợ chồng,0,1,0,0,2,1,0,1,PASS,PASS
爱好,1,2,ài hào,sở thích,sở thích (điều mình thích và thường làm),0,3,1,1,5,2,0,2,PASS,PASS
爱心,3,2,ài xīn,lòng nhân ái,"Lòng nhân ái, sự cảm thông, yêu thương",0,3,1,1,3,1,0,0,PASS,PASS
爱情,2,2,ài qíng,tình yêu,tình yêu,1,1,0,0,4,4,0,0,PASS,PASS
父亲,2,2,fù qīn,cha,"Bố, cha, người cha",0,1,1,1,4,2,0,0,PASS,PASS
父母,2,2,fù mǔ,cha mẹ,"Bố mẹ, cha mẹ",0,1,0,0,6,4,0,0,PASS,PASS
爷爷,1,2,yé ye,ông nội,ông nội,0,2,1,3,4,1,0,0,PASS,PASS
爸爸,1,2,bà ba,bố,"bố, cha",0,2,1,3,11,8,0,0,PASS,PASS
片刻,3,2,piàn kè,khoảnh khắc,Nghĩa của 片刻,0,0,0,0,3,1,0,1,PASS,PASS
牌子,2,2,pái zi,bảng hiệu,"bảng hiệu, biển; thẻ bài; thương hiệu",0,0,0,0,2,1,0,0,PASS,PASS
牙齿,2,2,yá chǐ,răng,"Nha xỉ (牙齿, yá chǐ) — răng, bộ răng. Cách nói đầy đủ và trang trọng hơn, bao gồm cả răng hàm (牙) và răng nói chung (齿).",0,4,3,3,4,1,0,0,PASS,PASS
牛奶,1,2,niú nǎi,sữa,Sữa (bò),0,3,1,2,3,1,0,0,PASS,PASS
牛排,2,2,niú pái,Bít tết,"Bít tết, sườn bò",0,0,0,0,2,1,0,0,PASS,PASS
物理,2,2,wù lǐ,vật lý,vật lý,0,0,0,0,3,1,0,0,PASS,PASS
物种,3,2,wù zhǒng,loài,"loài, chủng loại",0,0,0,0,2,1,0,0,PASS,PASS
物质,3,2,wù zhì,vật chất,vật chất; chất; vật phẩm,1,3,1,1,3,1,0,0,PASS,PASS
特别,2,2,tè bié,đặc biệt,đặc biệt,0,0,0,0,6,5,0,0,PASS,PASS
特点,2,2,tè diǎn,đặc điểm,đặc điểm,0,0,0,0,2,1,0,0,PASS,PASS
特色,3,2,tè sè,đặc sắc,đặc sắc; đặc điểm; nét riêng,0,2,0,0,2,1,0,0,PASS,PASS
犬子,3,2,quǎn zǐ,Con trai tôi (cách nói khiêm tốn),Con trai tôi (cách nói khiêm tốn),0,0,0,0,2,1,0,0,PASS,PASS
状况,3,2,zhuàng kuàng,tình hình,"tình hình, tình trạng",0,2,2,2,2,1,0,1,PASS,PASS
状态,3,2,zhuàng tài,trạng thái,trạng thái,0,2,1,1,1,1,0,1,PASS,PASS
犹豫,2,2,yóu yù,do dự,"do dự, chần chừ — trạng thái không quyết đoán, lưỡng lự chưa dám hành động hoặc chọn lựa",0,3,2,2,4,1,0,0,PASS,PASS
狠心,2,2,hěn xīn,quyết tâm,Nghĩa của 狠心,0,0,0,0,3,1,0,2,PASS,PASS
独奏,3,2,dú zòu,độc tấu,độc tấu,0,0,0,0,2,1,0,0,PASS,PASS
猪排,2,2,zhū pái,Sườn heo,"Sườn heo, cốt lết heo",0,0,0,0,2,1,0,0,PASS,PASS
猴子,3,2,hóu zi,khỉ,khỉ,0,2,0,0,2,1,0,0,PASS,PASS
玩儿,1,2,wánr ,chơi,"chơi, đi chơi, chơi đùa",1,0,0,0,5,4,1,1,PASS,PASS
玩具,3,2,wán jù,đồ chơi,đồ chơi,0,0,0,0,0,1,0,1,PASS,PASS
玩笑,2,2,wán xiào,Chuyện đùa,"Chuyện đùa, trò đùa; đùa giỡn, bông đùa.",1,0,0,0,3,2,0,0,PASS,PASS
环保,3,2,huán bǎo,bảo vệ môi trường,bảo vệ môi trường,0,2,0,0,2,1,0,0,PASS,PASS
环境,2,2,huán jìng,môi trường,môi trường,0,2,0,0,3,2,0,0,PASS,PASS
现代,1,2,xiàn dài,hiện đại,Hiện đại,1,2,1,1,4,2,0,0,PASS,PASS
现在,1,2,xiàn zài,bây giờ,"bây giờ, hiện tại; ngay bây giờ",0,3,3,5,20,10,0,0,PASS,PASS
现场,3,2,xiàn chǎng,hiện trường,"hiện trường, tại chỗ",0,2,0,0,2,1,0,0,PASS,PASS
现实,3,2,xiàn shí,thực tế,thực tế,0,2,1,1,2,1,0,2,PASS,PASS
现象,3,2,xiàn xiàng,hiện tượng,hiện tượng,0,2,1,1,3,2,0,0,PASS,PASS
现金,3,2,xiàn jīn,tiền mặt,tiền mặt,0,2,1,1,2,1,0,0,PASS,PASS
班会,2,2,bān huì,Buổi họp lớp,"Buổi họp lớp, sinh hoạt lớp.",0,0,0,0,2,1,0,0,PASS,PASS
班级,3,2,bān jí,lớp,"lớp, lớp học",0,2,0,0,0,1,0,1,PASS,PASS
班长,2,2,bān zhǎng,lớp trưởng,lớp trưởng,0,0,0,0,2,1,0,0,PASS,PASS
球场,2,2,qiú chǎng,sân bóng,sân bóng,0,2,0,0,2,1,0,0,PASS,PASS
球迷,3,2,qiú mí,người hâm mộ bóng đá,fan hâm mộ bóng đá; người rất thích xem và theo dõi bóng đá,0,2,1,1,2,1,0,0,PASS,PASS
球队,2,2,qiú duì,đội bóng,đội bóng,0,3,0,0,1,1,0,0,PASS,PASS
理发,3,2,lǐ fà,cắt tóc,cắt tóc; làm tóc,0,2,1,1,1,1,0,0,PASS,PASS
理想,2,2,lǐ xiǎng,lý tưởng,lý tưởng,0,2,0,0,2,1,0,0,PASS,PASS
理由,3,2,lǐ yóu,lý do,"lý do, nguyên do",0,0,0,0,0,1,1,0,PASS,PASS
理解,3,2,lǐ jiě,hiểu,"hiểu, thấu hiểu",0,0,0,0,1,2,0,4,PASS,PASS
理论,3,2,lǐ lùn,lý thuyết,lý thuyết,0,0,0,0,0,1,0,0,PASS,PASS
瓶子,2,2,píng zi,chai,"chai, bình",0,2,0,0,2,1,0,0,PASS,PASS
生产,3,2,shēng chǎn,sản xuất,"sản xuất, làm ra hàng hóa",1,2,0,0,2,1,0,2,PASS,PASS
生动,3,2,shēng dòng,sống động,"sống động, sinh động; đầy sức sống",0,2,0,0,2,1,0,0,PASS,PASS
生命,3,2,shēng mìng,cuộc sống,"Cuộc sống, sinh mệnh; mạng sống",0,4,0,0,3,1,0,3,PASS,PASS
生存,3,2,shēng cún,sống,"tồn tại, sinh tồn",0,2,0,0,2,1,0,0,PASS,PASS
生意,2,2,shēng yi,kinh doanh,"kinh doanh, việc làm ăn",0,2,0,0,2,1,0,0,PASS,PASS
生日,1,2,shēng rì,sinh nhật,"sinh nhật, ngày sinh",0,4,2,3,8,4,0,0,PASS,PASS
生气,1,2,shēng qì,nổi giận,"tức giận, nổi giận (phổ biến); sinh khí (ít dùng)",0,3,1,1,7,3,0,1,PASS,PASS
生活,1,2,shēng huó,cuộc sống,cuộc sống,1,2,0,0,9,7,0,3,PASS,PASS
生理,3,2,shēng lǐ,sinh lý,sinh lý,0,0,0,0,0,1,0,0,PASS,PASS
生病,1,2,shēng bìng,bị ốm,"bị ốm, mắc bệnh",0,3,1,2,10,6,0,0,PASS,PASS
生词,1,2,shēng cí,từ mới,từ mới,0,0,0,0,3,2,0,0,PASS,PASS
生长,3,2,shēng zhǎng,phát triển,"sinh trưởng, phát triển; quá trình sinh sống và lớn lên của sinh vật hoặc thực vật",0,2,0,0,2,1,0,4,PASS,PASS
用功,1,2,yòng gōng,chăm chỉ,Dục công — chăm chỉ; cần cù; cố gắng học.,0,0,0,0,3,1,0,2,PASS,PASS
田径,3,2,tián jìng,điền kinh,"điền kinh (thể thao điền kinh: chạy, nhảy, ném)",0,4,3,3,4,1,0,0,PASS,PASS
田野,3,2,tián yě,cánh đồng,cánh đồng,0,2,0,0,4,1,0,0,PASS,PASS
由于,3,2,yóu yú,bởi vì,bởi vì; do đó; bởi,0,2,0,0,2,1,0,1,PASS,PASS
电台,3,2,diàn tái,đài phát thanh,đài phát thanh,0,0,0,0,0,1,0,0,PASS,PASS
电影,1,2,diàn yǐng,phim,"phim, phim ảnh (chương trình điện ảnh)",1,4,3,6,20,10,0,1,PASS,PASS
电梯,3,2,diàn tī,thang máy,thê - thang máy,0,3,1,2,3,2,0,0,PASS,PASS
电脑,1,2,diàn nǎo,máy tính,máy tính (điện não),0,4,1,1,11,7,0,1,PASS,PASS
电视,1,2,diàn shì,TV,"TV, truyền hình (chương trình hoặc thiết bị)",3,4,2,4,8,6,0,1,PASS,PASS
电话,1,2,diàn huà,điện thoại,điện thoại,1,3,3,6,13,9,0,0,PASS,PASS
男人,1,2,nán rén,đàn ông,"đàn ông, người nam",0,3,1,1,4,1,0,0,PASS,PASS
男子,3,2,nán zi,người đàn ông,"Người đàn ông, nam giới",0,4,0,0,3,1,0,0,PASS,PASS
男生,1,2,nán shēng,nam sinh,học sinh nam,0,1,1,1,5,2,0,0,PASS,PASS
画儿,2,2,huàr ,bức tranh,"bức tranh, bức vẽ",0,0,0,0,3,2,1,1,PASS,PASS
画家,2,2,huà jiā,họa sĩ,họa sĩ,0,1,0,0,2,2,0,0,PASS,PASS
画笔,2,2,huà bǐ,Cọ vẽ,"Cọ vẽ, bút vẽ",0,0,0,0,3,2,0,0,PASS,PASS
留下,2,2,liú xià,để lại,để lại; ở lại,0,1,1,2,2,1,0,0,PASS,PASS
留学,3,2,liú xué,du học,du học,1,2,1,1,2,1,0,0,PASS,PASS
留念,2,2,liú niàn,giữ làm kỷ niệm,lưu niệm — giữ lại làm kỷ niệm; lưu lại để nhớ,0,3,1,1,4,1,0,0,PASS,PASS
疯狂,3,2,fēng kuáng,điên rồ,"điên rồ, điên cuồng, cuồng nhiệt",0,0,0,0,4,2,0,0,PASS,PASS
病人,1,2,bìng rén,bệnh nhân,"bệnh nhân, người bệnh",0,3,0,0,4,1,0,0,PASS,PASS
痛快,2,2,tòng kuai,vui sướng,thống + khoái (vui sướng),0,0,0,0,3,1,0,0,PASS,PASS
痛苦,3,2,tòng kǔ,đau khổ,đau đớn,0,3,0,0,2,1,0,0,PASS,PASS
白天,1,2,bái tiān,ban ngày,ban ngày; ngày,0,3,3,5,5,1,0,0,PASS,PASS
白糖,2,2,bái táng,đường trắng,đường trắng,0,0,0,0,2,1,0,0,PASS,PASS
白色,2,2,bái sè,màu trắng,màu trắng,0,2,0,0,3,2,0,0,PASS,PASS
白菜,3,2,bái cài,cải thảo,"Cải thảo, cải bắp",0,3,2,2,3,1,0,0,PASS,PASS
白酒,1,2,bái jiǔ,rượu trắng,"rượu trắng, rượu mạnh của Trung Quốc, rượu chưng cất",0,0,0,0,3,1,0,0,PASS,PASS
的确,3,2,dí què,thật vậy,thật vậy,0,1,1,3,3,2,0,0,PASS,PASS
的话,1,2,de huà,nếu,nếu,0,1,1,3,7,8,0,2,PASS,PASS
皮包,3,2,pí bāo,túi xách da,túi xách da; ví da,0,2,0,0,2,1,0,0,PASS,PASS
皮鞋,3,2,pí xié,giày da,giày da,0,2,0,0,4,1,0,0,PASS,PASS
皱纹,2,2,zhòu wén,nếp nhăn,"Trứu văn (trứu-văn): nếp nhăn trên da người, thường ở mặt và tay; biểu tượng của tuổi tác.",0,2,1,1,4,1,0,0,PASS,PASS
盘子,3,2,pán zi,đĩa,"đĩa, mâm",0,0,0,0,1,1,0,0,PASS,PASS
盘问,3,2,pán wèn,Tra hỏi,"Tra hỏi, thẩm vấn, gặng hỏi",0,0,0,0,2,1,0,0,PASS,PASS
目前,3,2,mù qián,hiện tại,"Hiện tại, bây giờ",0,2,2,2,4,2,0,0,PASS,PASS
目标,3,2,mù biāo,mục tiêu,"mục tiêu, đích đến",0,2,0,0,3,3,0,0,PASS,PASS
目的,2,2,mù dì,mục đích,mục đích,1,2,1,1,3,1,0,0,PASS,PASS
直到,3,2,zhí dào,đến,cho đến khi; mãi cho đến,0,2,0,0,1,1,0,2,PASS,PASS
直接,2,2,zhí jiē,trực tiếp,trực tiếp,0,3,1,1,3,1,0,0,PASS,PASS
直播,3,2,zhí bō,phát sóng trực tiếp,phát sóng trực tiếp,0,2,0,0,1,1,0,0,PASS,PASS
相互,3,2,xiāng hù,lẫn nhau,"Lẫn nhau, qua lại",0,4,1,1,3,1,0,1,PASS,PASS
相似,3,2,xiāng sì,tương tự,"tương tự, giống nhau",0,1,0,0,1,1,0,2,PASS,PASS
相信,2,2,xiāng xìn,tin tưởng,tin tưởng,0,1,0,0,5,4,0,1,PASS,PASS
相关,3,2,xiāng guān,liên quan,"liên quan, có mối liên hệ",0,1,0,0,0,1,0,0,PASS,PASS
相反,3,2,xiāng fǎn,ngược lại,ngược lại,0,3,3,5,4,1,0,0,PASS,PASS
相同,2,2,xiāng tóng,giống hệt,giống nhau,0,2,0,0,2,1,0,0,PASS,PASS
相处,2,2,xiāng chǔ,hoà thuận,hoà thuận,0,1,1,2,2,1,0,0,PASS,PASS
相当,3,2,xiāng dāng,khá,"xứng đáng, tương xứng; khá, lắm; tương đương với",0,2,0,0,2,1,0,1,PASS,PASS
相机,2,2,xiàng jī,máy ảnh,máy ảnh,1,0,0,0,2,1,0,1,PASS,PASS
相比,3,2,xiāng bǐ,so sánh,"so sánh; so với, đối với",0,2,0,0,3,3,0,1,PASS,PASS
相片,2,2,xiàng piàn,ảnh,ảnh,0,1,1,2,2,1,0,0,PASS,PASS
相遇,2,2,xiāng yù,gặp nhau,"gặp nhau, chạm trán; đối diện",0,3,1,1,5,1,0,0,PASS,PASS
看到,1,2,kàn dào,nhìn thấy,"nhìn thấy, nhìn được",0,0,0,0,6,3,0,0,PASS,PASS
看来,2,2,kàn lái,dường như,"dường như, có vẻ, trông có vẻ",0,1,0,0,7,4,0,2,PASS,PASS
看法,2,2,kàn fǎ,quan điểm,"quan điểm, cách nhìn",0,3,0,0,5,3,0,2,PASS,PASS
看病,1,2,kàn bìng,đi khám bác sĩ,"khám bệnh, đi khám bác sĩ (cho bệnh nhân)",0,3,1,1,5,1,0,0,PASS,PASS
看见,1,2,kàn jiàn,thấy,"thấy, trông thấy",0,1,0,0,4,2,0,0,PASS,PASS
看重,2,2,kàn zhòng,xem trọng,"Khán trọng — coi trọng, xem ai/cái gì là quan trọng, đánh giá cao. Thường dùng để chỉ sự tôn trọng hoặc đặt kỳ vọng vào người khác.",0,4,1,1,4,1,0,0,PASS,PASS
真实,3,2,zhēn shí,thật,"thật, thực tế",0,2,1,1,3,2,1,1,PASS,PASS
真正,2,2,zhēn zhèng,thực sự,"thực sự, đích thực",0,3,1,1,3,3,0,2,PASS,PASS
真的,1,2,zhēn de,thật,"thật, thật sự",0,0,0,0,5,3,0,1,PASS,PASS
