word,collocation,collocationPinyin,collocationMeaning,sentenceChinese,sentencePinyin,sentenceMeaning,source
故意,不是故意的,bù shì gù yì de,không cố ý,我不是故意的,wǒ bù shì gù yì de,Tôi không cố ý,hsk_2.json
教堂,去教堂,qù jiàotáng,đi nhà thờ,每周日他都去教堂做礼拜,Měi zhōurì tā dōu qù jiàotáng zuò lǐbài,Mỗi Chủ Nhật anh ấy đều đi nhà thờ lễ,hsk_3.json
教室,教室,jiào shì,phòng học,我们在教室上课,wǒ men zài jiào shì shàng kè,Chúng tôi học trong lớp học,hsk_1.json
教室,教室,jiào shì,phòng học,教室很大,jiào shì hěn dà,Lớp học rất lớn,hsk_1.json
教室,教室,jiào shì,phòng học,教室里有很多学生。,jiào shì lǐ yǒu hěn duō xué shēng,Trong lớp học có rất nhiều học sinh.,hsk_1.json
教练,足球教练,zú qiú jiào liàn,huấn luyện viên bóng đá,他是一名足球教练。,tā shì yī míng zú qiú jiào liàn。,Anh ấy là một huấn luyện viên bóng đá.,hsk_3.json
整理,整理房间,zhěnglǐ fángjiān,dọn phòng,我正在整理房间。,Wǒ zhèngzài zhěnglǐ fángjiān.,Tôi đang dọn dẹp phòng.,hsk_3.json
断裂,发生断裂,fāshēng duànliè,xảy ra đứt gãy,钢缆因超重而发生断裂。,Gānglǎn yīn chāozhòng ér fāshēng duànliè.,Cáp thép bị đứt do quá tải.,hsk_3.json
新年,新年快乐,xīnnián kuàilè,chúc mừng năm mới,新年快乐,Xīnnián kuàilè,Chúc mừng năm mới,hsk_1.json
新年,新年好,xīnnián hǎo,năm mới tốt lành,新年好,Xīnnián hǎo,Năm mới tốt lành,hsk_1.json
新年,新年礼物,xīnnián lǐwù,quà năm mới,新年礼物,xīnnián lǐwù,quà năm mới,hsk_1.json
新闻,看新闻,kàn xīn wén,xem tin tức,我每天都看新闻,wǒ měi tiān dōu kàn xīn wén,Tôi mỗi ngày đều xem tin tức,hsk_2.json
新闻,看新闻,kàn xīn wén,xem tin tức,你在哪里看新闻,nǐ zài nǎ lǐ kàn xīn wén,Bạn xem tin tức ở đâu,hsk_2.json
方便,很方便,hěn fāng biàn,rất tiện,很方便,hěn fāng biàn,Rất thuận tiện,hsk_2.json
方便,很方便,hěn fāng biàn,rất tiện,交通很方便,jiāo tōng hěn fāng biàn,Giao thông rất thuận tiện,hsk_2.json
方便,不方便,bù fāng biàn,không tiện,不方便的时候,bù fāng biàn de shí hou,Khi không tiện,hsk_2.json
方法,好方法,hǎo fāng fǎ,phương pháp tốt,这是一个好方法。,zhè shì yī gè hǎo fāng fǎ。,Đây là một phương pháp tốt.,hsk_1.json
方面,这方面,zhè fāng miàn,về phương diện này,这方面我不太懂。,zhè fāng miàn wǒ bù tài dǒng。,Về phương diện này tôi không hiểu lắm.,hsk_1.json
方面,另一方面,lìng yī fāng miàn,một phương diện khác,这是另一方面的问题。,zhè shì lìng yī fāng miàn de wèn tí。,Đây là vấn đề ở phương diện khác.,hsk_1.json
旅游,去旅游,qù lǚ yóu,đi du lịch,如果你有钱的话，就去旅游。,rú guǒ nǐ yǒu qián de huà jiù qù lǚ yóu,Nếu bạn có tiền thì hãy đi du lịch.,hsk_3.json
旅游,去旅游,qù lǚ yóu,đi du lịch,只要我有时间，就一定跟你去旅游。,zhǐ yào wǒ yǒu shí jiān jiù yī dìng gēn nǐ qù lǚ yóu,"Chỉ cần tôi có thời gian, nhất định sẽ đi du lịch cùng bạn.",hsk_3.json
旅游,去旅游,qù lǚ yóu,đi du lịch,考完试以后，咱们一起去旅游吧。,kǎo wán shì yǐ hòu zán men yī qǐ qù lǚ yóu ba,"Sau khi thi xong, chúng mình cùng đi du lịch nhé.",new_hsk_3.json
旅行,去旅行,qù lǚ xíng,đi du lịch,我们去旅行吧,wǒ men qù lǚ xíng ba,Chúng ta hãy đi du lịch nào,hsk_1.json
旗帜,旗帜鲜明,qízhì fēnmíng,thái độ rõ ràng,旗帜鲜明的观点很重要,Qízhì fēnmíng de guāndiǎn hěn zhòngyào,Thái độ旗帜 rõ ràng rất quan trọng,hsk_3.json
旗帜,举旗帜,jǔ qízhì,giương cao biểu tượng,高举旗帜前进,Gāojǔ qízhì qiánjìn,Giương cao cờ tiến lên,hsk_3.json
日期,截止日期,jiézhǐ rìqī,hạn chót,截止日期是什么时候？,Jiézhǐ rìqī shì shé me shíhou?,Hạn chót là khi nào?,hsk_1.json
日期,出生日期,chūshēng rìqī,ngày sinh,请告诉我你的出生日期,Qǐng gàosu wǒ nǐ de chūshēng rìqī,Mời cho tôi biết ngày sinh của bạn,hsk_1.json
日期,过期日期,guòqī rìqī,ngày hết hạn,过期日期,guòqī rìqī,ngày hết hạn,hsk_1.json
日记,写日记,xiě rìjì,viết nhật ký,我每天睡觉前都写日记。,Wǒ měitiān shuìjiào qián dōu xiě rìjì.,Tôi đều viết nhật ký trước khi đi ngủ mỗi ngày.,hsk_2.json
日语,日语翻译,Rìyǔ fānyì,dịch thuật tiếng Nhật,她大学专业是日语翻译。,Tā dàxué zhuānyè shì Rìyǔ fānyì.,Chuyên ngành đại học của cô ấy là dịch thuật tiếng Nhật.,hsk_1.json
早上,早上好,zǎoshang hǎo,chào buổi sáng,早上好！,Zǎoshang hǎo!,Chào buổi sáng!,hsk_1.json
早就,早就知道,zǎo jiù zhī dào,đã biết từ lâu,我早就知道了。,wǒ zǎo jiù zhī dào le。,Tôi đã biết từ lâu rồi.,hsk_2.json
早就,早就知道,zǎo jiù zhī dào,đã biết từ lâu,他可能早就知道这件事情了。,tā kě néng zǎo jiù zhī dào zhè jiàn shì qíng le,Anh ấy có lẽ đã biết chuyện này từ lâu rồi.,hsk_2.json
早就,早就想,zǎo jiù xiǎng,đã muốn từ lâu,这事我早就想告诉你了。,zhè shì wǒ zǎo jiù xiǎng gào su nǐ le。,Việc này tôi đã muốn nói cho bạn biết từ lâu.,hsk_2.json
早就,早就想,zǎo jiù xiǎng,đã muốn từ lâu,我早就想好了。,wǒ zǎo jiù xiǎng hǎo le,Tôi đã nghĩ xong từ lâu rồi.,hsk_3.json
早已,早已知道,zǎoyǐ zhīdào,đã biết từ lâu,我早已知道了。,Wǒ zǎoyǐ zhīdào le.,Tôi đã biết từ lâu rồi.,hsk_3.json
早餐,吃早餐,chī zǎo cān,ăn sáng,我吃早餐了,wǒ chī zǎo cān le,Tôi đã ăn sáng rồi,hsk_2.json
时候,什么时候,shénme shíhou,khi nào,你什么时候来,Nǐ shénme shíhou lái,Bạn đến khi nào,hsk_1.json
时候,什么时候,shénme shíhou,khi nào,我们什么时候去看电影？今天还是明天？,wǒ men shén me shí hòu qù kàn diàn yǐng jīn tiān hái shì míng tiān,Khi nào chúng ta đi xem phim? Hôm nay hay là ngày mai?,new_hsk_2.json
时候,小时候,xiǎoshíhou,lúc nhỏ,我小时候喜欢游泳,Wǒ xiǎoshíhou xǐhuān yóuyǒng,Lúc nhỏ tôi thích bơi lội,hsk_1.json
时候,小时候,xiǎoshíhou,lúc nhỏ,我很怀念小时候的生活。,wǒ hěn huái niàn xiǎo shí hòu de shēng huó,Tôi rất hoài niệm cuộc sống thời thơ ấu.,hsk_5.json
时间,没有时间,méiyǒu shíjiān,không có thời gian,我没有时间,Wǒ méiyǒu shíjiān,Tôi không có thời gian,hsk_1.json
明天,明天见,míngtiān jiàn,hẹn gặp ngày mai,明天见,Míngtiān jiàn,Hẹn gặp ngày mai,hsk_1.json
明天,明天早上,míngtiān zǎoshang,sáng ngày mai,明天早上,míngtiān zǎoshang,sáng ngày mai,hsk_1.json
明天,明天下午,míngtiān xiàwǔ,chiều ngày mai,明天下午,míngtiān xiàwǔ,chiều ngày mai,hsk_1.json
明年,明年,míngnián,năm sau,明年我去中国,Míngnián wǒ qù Zhōngguó,Năm sau tôi đi Trung Quốc,hsk_1.json
明年,明年,míngnián,năm sau,你明年有什么计划？,Nǐ míngnián yǒu shé me jìhuà?,Năm sau bạn có kế hoạch gì?,hsk_1.json
明年,明年,míngnián,năm sau,明年是龙年,Míngnián shì lóngnián,Năm sau là năm Long,hsk_1.json
明年,明年见,míngnián jiàn,hẹn gặp năm sau,我们在明年见面,Wǒmen zài míngnián jiànmiàn,Năm sau chúng ta gặp nhau,hsk_1.json
明星,电影明星,diàn yǐng míng xīng,ngôi sao điện ảnh,他是电影明星,tā shì diàn yǐng míng xīng,Anh ấy là ngôi sao điện ảnh,hsk_2.json
明显,很明显,hěn míngxiǎn,rất rõ ràng,这个进步很明显。,Zhège jìnbù hěn míngxiǎn.,Sự tiến bộ này rất rõ ràng.,hsk_3.json
星期,星期几,xīngqī jǐ,thứ mấy,今天星期几？,Jīntiān xīngqī jǐ?,Hôm nay thứ mấy?,hsk_1.json
星期,星期天,xīngqītiān,chủ nhật,星期天,xīngqītiān,chủ nhật,hsk_1.json
星期,下星期,xià xīngqī,tuần sau,我下星期去,Wǒ xià xīngqī qù,Tuần sau tôi đi,hsk_1.json
星期,下星期,xià xīngqī,tuần sau,我们下星期就要考试了。,wǒ men xià xīng qī jiù yào kǎo shì le,Tuần sau chúng tôi phải thi rồi.,new_hsk_2.json
晚上,晚上好,wǎnshang hǎo,chào buổi tối,晚上好,Wǎnshang hǎo,Chào buổi tối,hsk_1.json
晚上,今天晚上,jīntiān wǎnshang,tối hôm nay,今天晚上,Jīntiān wǎnshang,tối hôm nay,hsk_1.json
晚上,今天晚上,jīntiān wǎnshang,tối hôm nay,今天晚上吃米饭或者面条都可以。,jīn tiān wǎn shàng chī mǐ fàn huò zhě miàn tiáo dōu kě yǐ,Tối nay ăn cơm hoặc mì đều được.,hsk_3.json
晚上,晚上吃什么,wǎnshang chī shé me,tối ăn gì,晚上吃什么？,Wǎnshang chī shé me?,Tối ăn gì?,hsk_1.json
晚上,每天晚上,měitiān wǎnshang,mỗi tối,每天晚上,Měitiān wǎnshang,mỗi tối,hsk_1.json
晚上,每天晚上,měitiān wǎnshang,mỗi tối,你每天晚上吃了饭就睡觉，也不出去走走，能不胖吗？,nǐ měi tiān wǎn shàng chī le fàn jiù shuì jué yě bù chū qù zǒu zǒu néng bù pàng ma,"Tối nào bạn ăn xong cũng ngủ, lại không ra ngoài đi dạo, chẳng lẽ không béo sao?",hsk_3.json
晚会,新年晚会,xīn nián wǎn huì,dạ tiệc năm mới,新年晚会很热闹,xīn nián wǎn huì hěn rè nao,Dạ tiệc năm mới rất náo nhiệt,hsk_1.json
晚会,参加晚会,cān jiā wǎn huì,tham gia dạ tiệc,我们参加晚会,wǒ men cān jiā wǎn huì,Chúng tôi tham gia dạ tiệc,hsk_1.json
晚饭,吃晚饭,chī wǎnfàn,ăn bữa tối,我们晚上一起吃晚饭。,Wǒmen wǎnshang yīqǐ chī wǎnfàn.,Chúng tôi cùng nhau ăn bữa tối vào buổi tối.,hsk_1.json
晴天,大晴天,dà qíng tiān,ngày nắng đẹp,大晴天。,dà qíng tiān,Trời nắng rực rỡ.,hsk_6.json
最后,最后,zuìhòu,cuối cùng,我最后到了,Wǒ zuìhòu dào le,Tôi đến cuối cùng,hsk_1.json
最后,最后,zuìhòu,cuối cùng,最后吃什么？,Zuìhòu chī shénme?,Cuối cùng ăn cái gì?,hsk_1.json
最后,最后,zuìhòu,cuối cùng,最后我们赢了,Zuìhòu wǒmen yíng le,Cuối cùng chúng tôi thắng,hsk_1.json
最好,最好,zuì hǎo,tốt nhất,今天天气最好,Jīntiān tiānqì zuì hǎo,Hôm nay thời tiết tốt nhất,hsk_1.json
最好,最好,zuì hǎo,tốt nhất,最好吃什么？,Zuì hǎo chī shénme?,Tốt nhất là ăn gì?,hsk_1.json
最好,最好,zuì hǎo,tốt nhất,你最好去,Nǐ zuì hǎo qù,Bạn tốt nhất nên đi,hsk_1.json
最好,最好的,zuì hǎo de,tốt nhất (kính ngữ),他失去了最好的朋友。,tā shī qù le zuì hǎo de péng yǒu,Anh ấy đã mất đi người bạn tốt nhất.,hsk_5.json
有些,有些人,yǒuxiē rén,một số người,有些人喜欢吃辣。,Yǒuxiē rén xǐhuan chī là.,Một số người thích ăn cay.,hsk_1.json
有关,有关部门,yǒuguān bùmén,các cơ quan liên quan (thuật ngữ hành chính),有关部门已经介入调查此案。,Yǒuguān bùmén yǐjīng jièrù diàochá cǐ àn.,Các cơ quan liên quan đã vào cuộc điều tra vụ án này.,hsk_3.json
有关,有关资料,yǒuguān zīliào,tài liệu liên quan,请查阅有关资料，准备报告。,"Qǐng cháyuè yǒuguān zīliào, zhǔnbèi bàogào.","Vui lòng tra cứu tài liệu liên quan, chuẩn bị báo cáo.",hsk_3.json
有名,很有名,hěn yǒumíng,rất nổi tiếng,北京烤鸭很有名。,Běijīng kǎoyā hěn yǒumíng.,Vịt quay Bắc Kinh rất nổi tiếng.,hsk_1.json
有名,很有名,hěn yǒumíng,rất nổi tiếng,他是很有名的医生。,Tā shì hěn yǒumíng de yīshēng.,Anh ấy là bác sĩ rất nổi tiếng.,hsk_1.json
有名,很有名,hěn yǒumíng,rất nổi tiếng,这个城市很有名。,Zhège chéngshì hěn yǒumíng.,Thành phố này rất nổi tiếng.,hsk_1.json
有用,很有用,hěn yǒuyòng,rất hữu ích,这本书很有用。,Zhè běn shū hěn yǒuyòng.,Quyển sách này rất hữu ích.,hsk_1.json
有用,很有用,hěn yǒuyòng,rất hữu ích,中文在旅游时很有用。,Zhōngwén zài lǚyóu shí hěn yǒuyòng.,Tiếng Trung rất hữu ích khi đi du lịch.,hsk_1.json
有的,有的人,yǒude rén,một số người,有的人喜欢喝茶。,Yǒude rén xǐhuan hē chá.,Một số người thích uống trà.,hsk_1.json
朋友,好朋友,hǎo péng you,bạn tốt,他是我的好朋友,Tā shì wǒ de hǎo péng you,Anh ấy là bạn tốt của tôi,hsk_1.json
朋友,好朋友,hǎo péng you,bạn tốt,从那天起，我们就变成了好朋友。,cóng nà tiān qǐ wǒ men jiù biàn chéng le hǎo péng yǒu,"Từ ngày đó, chúng tôi đã trở thành bạn thân của nhau.",new_hsk_3.json
朋友,男朋友,nán péng you,bạn trai,她不是有男朋友了吗？,tā bù shì yǒu nán péng yǒu le ma,Chẳng phải cô ấy đã có bạn trai rồi sao?,hsk_2.json
本事,真本事,zhēn běn shì,năng lực thật,"没有真本事,很难找到好工作。","méi yǒu zhēn běn shì, hěn nán zhǎo dào hǎo gōng zuò。",Không có năng lực thật thì rất khó tìm được việc tốt.,hsk_3.json
机场,去机场,qù jīchǎng,đi sân bay,我们去机场送朋友。,Wǒmen qù jīchǎng sòng péngyǒu.,Chúng tôi ra sân bay tiễn bạn.,hsk_1.json
机场,国际机场,guójì jīchǎng,sân bay quốc tế,国际机场很大。,Guójì jīchǎng hěn dà.,Sân bay quốc tế rất lớn.,hsk_1.json
杂志,时尚杂志,shíshàng zázhì,tạp chí thời trang,我喜欢看时尚杂志。,Wǒ xǐhuan kàn shíshàng zázhì.,Tôi thích đọc tạp chí thời trang.,hsk_1.json
来到,来到中国,láidào Zhōngguó,đến Trung Quốc,自从来到中国，我认识了很多朋友。,zì cóng lái dào zhōng guó wǒ rèn shí le hěn duō péng yǒu,"Kể từ khi đến Trung Quốc, tôi đã quen rất nhiều bạn.",hsk_5.json
来往,关于来往,guānyú 来往,về liên lạc,关于来往,Guānyú 来往,Về liên lạc,hsk_3.json
来源,消息来源,xiāoxi láiyuán,nguồn tin,这个消息来源可靠,Zhège xiāoxi láiyuán kěkào,Nguồn tin này đáng tin cậy,hsk_3.json
来源,收入来源,shōurù láiyuán,nguồn thu nhập,这部电影的收入来源多样,Zhè bù diànyǐng de shōurù láiyuán duōyàng,Nguồn thu nhập của bộ phim này đa dạng,hsk_3.json
杯子,杯子,bēizi,cốc,我要这个杯子,Wǒ yào zhège bēizi,Tôi muốn cái cốc này,hsk_1.json
杯子,杯子,bēizi,cốc,这是你的杯子,Zhè shì nǐ de bēizi,Đây là cốc của bạn,hsk_1.json
杯子,杯子,bēizi,cốc,杯子很干净,Bēizi hěn gānjìng,Cốc rất sạch,hsk_1.json
极其,极其,jí qí,rất,这个极其很好。,zhè ge jí qí hěn hǎo。,rất này rất tốt.,hsk_3.json
极其,极其,jí qí,rất,我喜欢这个极其。,wǒ xǐ huan zhè ge jí qí。,Tôi thích rất này.,hsk_3.json
柱子,柱子,zhù zi,cột,支撑柱子,zhīchēng zhùzi,cột chống đỡ,hsk_2.json
柱子,柱子,zhù zi,cột,这根柱子,zhè gēn zhùzi,cột này,hsk_2.json
柱子,柱子,zhù zi,cột,柱子很粗,zhùzi hěn cū,cột rất to,hsk_2.json
核桃,核桃树,hétao shù,cây óc chó,核桃树在北方很常见。,Hétao shù zài běifāng hěn cháng jiàn.,Cây óc chó rất phổ biến ở miền Bắc Trung Quốc.,hsk_2.json
梯子,梯子,tīzi,cái thang,拿来梯子,Nálái tīzi,Mang cái thang đây,hsk_3.json
梯子,梯子,tīzi,cái thang,爬梯子,Pá tīzi,Leo thang,hsk_3.json
梯子,梯子,tīzi,cái thang,梯子断了,Tīzi duàn le,Thang gãy,hsk_3.json
欢迎,欢迎来到,huān yíng lái dào,hoan nghênh đến,欢迎来到中国！,huān yíng lái dào Zhōng guó！,Hoan nghênh đến Trung Quốc!,hsk_1.json
欲望,物质欲望,wùzhì yùwàng,khao khát vật chất,物质欲望,wùzhì yùwàng,khao khát vật chất,hsk_3.json
歌曲,中文歌曲,Zhōngwén gēqǔ,bài hát tiếng Trung,她唱了一首中文歌曲,Tā chàngle yí shǒu Zhōngwén gēqǔ,Cô ấy đã hát một bài hát tiếng Trung,hsk_1.json
歌曲,中文歌曲,Zhōngwén gēqǔ,bài hát tiếng Trung,你能推荐一些好听的中文歌曲吗？,Nǐ néng tuījiàn yìxiē hǎotīng de Zhōngwén gēqǔ ma?,Bạn có thể recommend một số bài hát tiếng Trung hay không?,hsk_1.json
歌词,歌词翻译,gēcí fānyì,dịch lời bài hát,歌词翻译成越南语很难,Gēcí fānyì chéng Yuènányǔ hěn nán,Dịch lời bài hát sang tiếng Việt rất khó,hsk_1.json
正在,正在看,zhèngzài kàn,đang xem,我正在看电视。,wǒ zhèng zài kàn diàn shì,Tôi đang xem tivi.,new_hsk_1.json
正好,正好,zhèng hǎo,vừa đúng,时间正好,shí jiān zhèng hǎo,Thời gian vừa đúng,hsk_2.json
正好,正好,zhèng hǎo,vừa đúng,我正好有空,wǒ zhèng hǎo yǒu kōng,Tôi vừa rảnh,hsk_2.json
正好,正好,zhèng hǎo,vừa đúng,这场雨下得正好，及时缓解了土地的干旱问题。,zhè chǎng yǔ xià dé zhèng hǎo jí shí huǎn jiě le tǔ dì de gàn hàn wèn tí,"Trận mưa này rơi thật đúng lúc, kịp thời làm giảm tình trạng khô hạn của đất.",hsk_4.json
正确,正确的方法,zhèng què de fāng fǎ,phương pháp đúng,这是正确的方法,zhè shì zhèng què de fāng fǎ,Đây là phương pháp đúng đắn,hsk_2.json
武器,核武器,hé wǔqì,vũ khí hạt nhân,核武器是威胁世界和平的武器。,Hé wǔqì shì wēixié shìjiè hépíng de wǔqì.,Vũ khí hạt nhân là vũ khí đe dọa hòa bình thế giới.,hsk_3.json
母亲,母亲节,Mǔqīnjié,Ngày của Mẹ,母亲节快到了。,Mǔqīnjié kuài dào le.,Ngày của Mẹ sắp đến rồi.,hsk_2.json
毕业,大学毕业,dàxué bìyè,tốt nghiệp đại học,我今年大学毕业。,Wǒ jīnnián dàxué bìyè.,Tôi tốt nghiệp đại học năm nay.,hsk_1.json
毛病,大毛病,dà máobìng,khuyết điểm lớn,他的最大毛病是不守时。,Tā de zuì dà máobìng shì bù shǒushí.,Khuyết điểm lớn nhất của anh ấy là không đúng giờ.,hsk_1.json
水平,水平,shuǐ píng,mức,英语水平很高,Yīng yǔ shuǐ píng hěn gāo,Trình độ tiếng Anh rất cao,hsk_2.json
水平,水平,shuǐ píng,mức,达到这个水平,dá dào zhè ge shuǐ píng,Đạt đến trình độ này,hsk_2.json
水平,水平,shuǐ píng,mức,学生们的汉语水平一天一天地提高了。,xué shēng men de hàn yǔ shuǐ píng yī tiān yī tiān dì tí gāo le,Trình độ tiếng Trung của học sinh tiến bộ lên từng ngày.,new_hsk_3.json
水果,吃水果,chī shuǐguǒ,ăn trái cây,我喜欢吃水果,Wǒ xǐhuan chī shuǐguǒ,Tôi thích ăn trái cây,hsk_1.json
永远,永远记住,yǒng yuǎn jì zhù,mãi mãi nhớ,我们要永远记住这一天。,wǒ men yào yǒng yuǎn jì zhù zhè yī tiān。,Chúng ta phải mãi mãi nhớ ngày này.,hsk_2.json
汉字,写汉字,xiě Hànzi,viết chữ Hán,我会写汉字。,Wǒ huì xiě Hànzi.,Tôi biết viết chữ Hán.,hsk_1.json
汉字,写汉字,xiě Hànzi,viết chữ Hán,他会写汉字。,tā huì xiě hàn zì,Anh ấy biết viết chữ Hán.,hsk_1.json
汉字,写汉字,xiě Hànzi,viết chữ Hán,虽然汉字很难，但是我很喜欢写汉字。,suī rán hàn zì hěn nán dàn shì wǒ hěn xǐ huān xiě hàn zì,Tuy chữ Hán rất khó nhưng tôi rất thích viết chữ Hán.,hsk_2.json
汉语,学习汉语,xuéxí Hànyǔ,học tiếng Trung,我在学习汉语,Wǒ zài xuéxí Hànyǔ,Tôi đang học tiếng Trung,hsk_1.json
汉语,说汉语,shuō Hànyǔ,nói tiếng Trung,你会说汉语吗？,Nǐ huì shuō Hànyǔ ma?,Bạn có biết nói tiếng Trung không?,hsk_1.json
汉语,说汉语,shuō Hànyǔ,nói tiếng Trung,我会说汉语。,wǒ huì shuō hàn yǔ,Tôi biết nói tiếng Trung.,hsk_1.json
汉语,说汉语,shuō Hànyǔ,nói tiếng Trung,老师鼓励我们多说汉语。,lǎo shī gǔ lì wǒ men duō shuō hàn yǔ,Giáo viên khuyến khích chúng tôi nói tiếng Trung nhiều hơn.,hsk_5.json
汉语,汉语老师,Hànyǔ lǎoshī,giáo viên tiếng Trung,你的汉语老师是谁？,nǐ de hàn yǔ lǎo shī shì shuí,Giáo viên tiếng Trung của bạn là ai?,hsk_1.json
汉语,汉语老师,Hànyǔ lǎoshī,giáo viên tiếng Trung,她是我的汉语老师。,tā shì wǒ de hàn yǔ lǎo shī,Cô ấy là giáo viên tiếng Trung của tôi.,hsk_1.json
汉语,汉语老师,Hànyǔ lǎoshī,giáo viên tiếng Trung,我的汉语老师三十三岁。,wǒ de hàn yǔ lǎo shī sān shí sān suì,Giáo viên tiếng Trung của tôi 33 tuổi.,hsk_1.json
沙子,沙子,shāzi,cát (hạt),沙滩上的沙子很细。,Shātān shàng de shāzi hěn xì.,Cát trên bãi biển rất mịn.,hsk_3.json
沙子,沙子,shāzi,cát (hạt),孩子们在沙子里玩。,Háizimen zài shāzi lǐ wán.,Đứa trẻ chơi trong cát.,hsk_3.json
洗澡,洗澡,xǐ zǎo,tắm rửa,我每天晚上洗澡,wǒ měi tiān wǎn shang xǐ zǎo,Tôi tắm mỗi tối,hsk_2.json
洗澡,洗澡,xǐ zǎo,tắm rửa,去洗澡,qù xǐ zǎo,Đi tắm,hsk_2.json
活泼,活泼开朗,huópō kāilǎng,hoạt bát vui vẻ,她活泼开朗，很受欢迎,"Tā huópō kāilǎng, hěn shòu huānyíng","Cô ấy hoạt bát vui vẻ, rất được yêu mến",hsk_3.json
流利,流利,liú lì,trôi chảy,他说得很流利,tā shuō děi hěn liú lì,Anh ấy nói rất lưu loát,hsk_2.json
流利,流利,liú lì,trôi chảy,流利的汉语,liú lì de hàn yǔ,Tiếng Trung lưu loát,hsk_2.json
流行,很流行,hěn liú xíng,rất phổ biến,这首歌很流行,zhè shǒu gē hěn liú xíng,Bài hát này rất phổ biến,hsk_1.json
浪费,浪费时间,làng fèi shí jiān,lãng phí thời gian,浪费时间是不好的。,làng fèi shí jiān shì bù hǎo de。,Lãng phí thời gian là không tốt.,hsk_2.json
海关,海关检查,hǎiguān jiǎnchá,kiểm tra hải quan,我们要经过海关检查。,Wǒmen yào jīngguò hǎiguān jiǎnchá.,Chúng tôi phải trải qua kiểm tra hải quan.,hsk_3.json
海边,去海边,qù hǎi biān,đi biển,我们去海边玩,wǒ men qù hǎi biān wán,Chúng tôi đi biển chơi,hsk_2.json
消息,好消息,hǎo xiāo xi,tin tốt,这是个好消息！。,zhè shì gè hǎo xiāo xi！。,Đây là một tin tốt lành!,hsk_2.json
深入,深入研究,shēn rù yán jiū,nghiên cứu sâu,他深入研究了这个问题。,tā shēn rù yán jiū le zhè ge wèn tí。,Anh ấy đã nghiên cứu kỹ lưỡng vấn đề này.,hsk_3.json
清楚,说清楚,shuō qīng chu,nói rõ,说清楚,shuō qīng chu,Nói cho rõ ràng,hsk_2.json
渐渐,渐渐,jiàn jiàn,dần dần,这个渐渐很好。,zhè ge jiàn jiàn hěn hǎo。,dần dần này rất tốt.,hsk_2.json
渐渐,渐渐,jiàn jiàn,dần dần,我喜欢这个渐渐。,wǒ xǐ huan zhè ge jiàn jiàn。,Tôi thích dần dần này.,hsk_2.json
源头,污染源头,wūrǎn yuántóu,Nguồn ô nhiễm,污染源头,wūrǎn yuántóu,Nguồn ô nhiễm,hsk_3.json
源头,找到源头,zhǎodào yuántóu,Tìm được nguồn,找到源头,zhǎodào yuántóu,Tìm được nguồn,hsk_3.json
源头,从源头抓起,cóng yuántóu zhuāqǐ,Bắt từ nguồn,从源头抓起,cóng yuántóu zhuāqǐ,Bắt từ nguồn,hsk_3.json
满意,很满意,hěn mǎn yì,rất hài lòng,我对这个结果很满意。,wǒ duì zhè ge jié guǒ hěn mǎn yì。,Tôi rất hài lòng với kết quả này.,hsk_2.json
演员,电影演员,diànyǐng yǎnyuán,diễn viên điện ảnh,他想当电影演员。,Tā xiǎng dāng diànyǐng yǎnyuán.,Anh ấy muốn làm diễn viên điện ảnh.,hsk_2.json
潇洒,潇洒地,xiāosǎ de,một cách phóng khoáng,潇洒地离开,xiāosǎ de líkāi,Rời đi một cách phóng khoáng,hsk_3.json
潇洒,潇洒的生活,xiāosǎ de shēnghuó,cuộc sống tự do,潇洒的生活,xiāosǎ de shēnghuó,Cuộc sống tự do,hsk_3.json
潇洒,很潇洒,hěn xiāosǎ,rất phóng khoáng,他很潇洒,Tā hěn xiāosǎ,Hắn rất phóng khoáng,hsk_3.json
火车,火车站,huǒchēzhàn,ga tàu,在火车站,zài huǒchēzhàn,ở ga tàu,hsk_1.json
火车,坐火车,zuò huǒchē,đi tàu hỏa,坐火车去北京,Zuò huǒchē qù Běijīng,Đi tàu hỏa đến Bắc Kinh,hsk_1.json
火车,坐火车,zuò huǒchē,đi tàu hỏa,坐飞机比坐火车快得多。,zuò fēi jī bǐ zuò huǒ chē kuài dé duō,Đi máy bay nhanh hơn đi tàu hỏa rất nhiều.,new_hsk_2.json
火锅,吃火锅,chī huǒguō,ăn lẩu,朋友们一起去吃火锅,Péngyǒumen yīqǐ qù chī huǒguō,Nhóm bạn cùng nhau đi ăn lẩu,hsk_2.json
火锅,吃火锅,chī huǒguō,ăn lẩu,冬天吃火锅最舒服了,Dōngtiān chī huǒguō zuì shūfu le,Ăn lẩu vào mùa đông là thích nhất,hsk_2.json
火锅,四川火锅,Sìchuān huǒguō,lẩu Tứ Xuyên,四川火锅非常辣,Sìchuān huǒguō fēicháng là,Lẩu Tứ Xuyên rất cay,hsk_2.json
灭绝,濒临灭绝,bīnlín mièjué,sắp tuyệt chủng,我们应该保护濒临灭绝的动物,Wǒmen yīnggāi bǎohù bīnlín mièjué de dòngwù,Chúng ta nên bảo vệ các loài động vật có nguy cơ tuyệt chủng,hsk_3.json
灵通,消息灵通,xiāoxi língtōng,nắm tin tức nhanh nhạy,她在这个行业消息灵通,Tā zài zhège hángyè xiāoxi língtōng,Cô ấy rất nắm tin tức trong ngành này,hsk_3.json
