sourceWord,targetWord,relationType,pinyin,meaningVi,evidence,source,reviewStatus
快速,赶紧,same-short-meaning-candidate,gǎn jǐn,nhanh chóng,exact normalized Vietnamese short meaning: nhanh chóng,hsk_3.json,needs-review
忽然,突然,same-short-meaning-candidate,tū rán,đột nhiên,exact normalized Vietnamese short meaning: đột nhiên,hsk_2.json,needs-review
忽略,算了,same-short-meaning-candidate,suàn le,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_2.json,needs-review
忽略,忽视,same-short-meaning-candidate,hū shì,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_3.json,needs-review
忽视,算了,same-short-meaning-candidate,suàn le,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_2.json,needs-review
忽视,忽略,same-short-meaning-candidate,hū lüè,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_3.json,needs-review
怀念,记得,same-short-meaning-candidate,jì de,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_1.json,needs-review
怀念,想念,same-short-meaning-candidate,xiǎng niàn,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_1.json,needs-review
怎样,如何,same-short-meaning-candidate,rú hé,Như thế nào?,exact normalized Vietnamese short meaning: như thế nào?,hsk_3.json,needs-review
急忙,连忙,same-short-meaning-candidate,lián máng,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_3.json,needs-review
急忙,赶到,same-short-meaning-candidate,gǎn dào,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_3.json,needs-review
总是,老是,same-short-meaning-candidate,lǎo shì,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
总是,从来,same-short-meaning-candidate,cóng lái,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
总是,时刻,same-short-meaning-candidate,shí kè,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_3.json,needs-review
恰恰,就是,same-short-meaning-candidate,jiù shì,chính xác,exact normalized Vietnamese short meaning: chính xác,hsk_1.json,needs-review
恰恰,准确,same-short-meaning-candidate,zhǔn què,chính xác,exact normalized Vietnamese short meaning: chính xác,hsk_2.json,needs-review
悲伤,难过,same-short-meaning-candidate,nán guò,buồn,exact normalized Vietnamese short meaning: buồn,hsk_2.json,needs-review
情况,状况,same-short-meaning-candidate,zhuàng kuàng,tình hình,exact normalized Vietnamese short meaning: tình hình,hsk_3.json,needs-review
惦记,回忆,same-short-meaning-candidate,huí yì,nhớ lại,exact normalized Vietnamese short meaning: nhớ lại,hsk_2.json,needs-review
惦记,想起,same-short-meaning-candidate,xiǎng qǐ,nhớ lại,exact normalized Vietnamese short meaning: nhớ lại,hsk_2.json,needs-review
想念,记得,same-short-meaning-candidate,jì de,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_1.json,needs-review
想念,怀念,same-short-meaning-candidate,huái niàn,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_2.json,needs-review
想起,回忆,same-short-meaning-candidate,huí yì,nhớ lại,exact normalized Vietnamese short meaning: nhớ lại,hsk_2.json,needs-review
想起,惦记,same-short-meaning-candidate,diàn jì,nhớ lại,exact normalized Vietnamese short meaning: nhớ lại,hsk_3.json,needs-review
愉快,快乐,same-short-meaning-candidate,kuài lè,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_1.json,needs-review
愉快,开心,same-short-meaning-candidate,kāi xīn,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_2.json,needs-review
愉快,欢乐,same-short-meaning-candidate,huān lè,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_3.json,needs-review
意义,意思,same-short-meaning-candidate,yì si,ý nghĩa,exact normalized Vietnamese short meaning: ý nghĩa,hsk_2.json,needs-review
意外,居然,same-short-meaning-candidate,jū rán,bất ngờ,exact normalized Vietnamese short meaning: bất ngờ,hsk_3.json,needs-review
意志,抑制,homophone,yì zhì,ức chế,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
意思,意义,same-short-meaning-candidate,yì yì,ý nghĩa,exact normalized Vietnamese short meaning: ý nghĩa,hsk_3.json,needs-review
意见,抱怨,same-short-meaning-candidate,bào yuàn,phàn nàn,exact normalized Vietnamese short meaning: phàn nàn,hsk_3.json,needs-review
感到,赶到,homophone,gǎn dào,vội vàng,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
感到,觉得,same-short-meaning-candidate,jué de,cảm thấy,exact normalized Vietnamese short meaning: cảm thấy,hsk_1.json,needs-review
感动,动人,same-short-meaning-candidate,dòng rén,cảm động,exact normalized Vietnamese short meaning: cảm động,hsk_3.json,needs-review
感谢,谢谢,same-short-meaning-candidate,xiè xie,cảm ơn,exact normalized Vietnamese short meaning: cảm ơn,hsk_1.json,needs-review
愿望,恨不得,same-short-meaning-candidate,hèn bu de,mong muốn,exact normalized Vietnamese short meaning: mong muốn,hsk_3.json,needs-review
懂得,明白,same-short-meaning-candidate,míng bai,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_1.json,needs-review
懂得,领悟,same-short-meaning-candidate,lǐng wù,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
懂得,理解,same-short-meaning-candidate,lǐ jiě,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
懂得,体会,same-short-meaning-candidate,tǐ huì,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
成为,变成,same-short-meaning-candidate,biàn chéng,trở thành,exact normalized Vietnamese short meaning: trở thành,hsk_2.json,needs-review
成员,会员,same-short-meaning-candidate,huì yuán,thành viên,exact normalized Vietnamese short meaning: thành viên,hsk_3.json,needs-review
成熟,长大,same-short-meaning-candidate,zhǎng dà,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_2.json,needs-review
成熟,成长,same-short-meaning-candidate,chéng zhǎng,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_3.json,needs-review
成长,长大,same-short-meaning-candidate,zhǎng dà,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_2.json,needs-review
成长,成熟,same-short-meaning-candidate,chéng shú,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_3.json,needs-review
房子,屋子,same-short-meaning-candidate,wū zi,nhà,exact normalized Vietnamese short meaning: nhà,hsk_2.json,needs-review
所有,一切,same-short-meaning-candidate,yī qiè,tất cả,exact normalized Vietnamese short meaning: tất cả,hsk_2.json,needs-review
才能,能力,same-short-meaning-candidate,néng lì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_2.json,needs-review
才能,本领,same-short-meaning-candidate,běn lǐng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
才能,本事,same-short-meaning-candidate,běn shì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
打听,问好,same-short-meaning-candidate,wèn hǎo,Hỏi thăm,exact normalized Vietnamese short meaning: hỏi thăm,hsk_2.json,needs-review
打开,开放,same-short-meaning-candidate,kāi fàng,mở,exact normalized Vietnamese short meaning: mở,hsk_3.json,needs-review
打算,计划,same-short-meaning-candidate,jì huà,kế hoạch,exact normalized Vietnamese short meaning: kế hoạch,hsk_1.json,needs-review
打车,堵车,homophone,dǔ chē,kẹt xe,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
抑制,意志,homophone,yì zhì,ý chí,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
报到,报道,homophone,bào dào,báo cáo,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
报到,报名,same-short-meaning-candidate,bào míng,đăng ký,exact normalized Vietnamese short meaning: đăng ký,hsk_1.json,needs-review
报名,报到,same-short-meaning-candidate,bào dào,đăng ký,exact normalized Vietnamese short meaning: đăng ký,hsk_3.json,needs-review
报告,报道,same-short-meaning-candidate,bào dào,báo cáo,exact normalized Vietnamese short meaning: báo cáo,hsk_2.json,needs-review
报纸,告诉,same-short-meaning-candidate,gào su,báo,exact normalized Vietnamese short meaning: báo,hsk_1.json,needs-review
报道,报到,homophone,bào dào,đăng ký,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
报道,报告,same-short-meaning-candidate,bào gào,báo cáo,exact normalized Vietnamese short meaning: báo cáo,hsk_1.json,needs-review
抱怨,意见,same-short-meaning-candidate,yì jiàn,phàn nàn,exact normalized Vietnamese short meaning: phàn nàn,hsk_1.json,needs-review
担心,着急,same-short-meaning-candidate,zháo jí,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_1.json,needs-review
担心,操心,same-short-meaning-candidate,cāo xīn,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_3.json,needs-review
拍照,照相,same-short-meaning-candidate,zhào xiàng,chụp ảnh,exact normalized Vietnamese short meaning: chụp ảnh,hsk_2.json,needs-review
持续,继续,same-short-meaning-candidate,jì xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_1.json,needs-review
持续,接着,same-short-meaning-candidate,jiē zhe,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_2.json,needs-review
持续,进一步,same-short-meaning-candidate,jìn yī bù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
指导,主导,homophone,zhǔ dǎo,dẫn dắt,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
指导,辅导,same-short-meaning-candidate,fǔ dǎo,hướng dẫn,exact normalized Vietnamese short meaning: hướng dẫn,hsk_2.json,needs-review
接到,街道,homophone,jiē dào,đường phố,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
接到,收到,same-short-meaning-candidate,shōu dào,nhận được,exact normalized Vietnamese short meaning: nhận được,hsk_2.json,needs-review
接到,受到,same-short-meaning-candidate,shòu dào,nhận được,exact normalized Vietnamese short meaning: nhận được,hsk_2.json,needs-review
接着,继续,same-short-meaning-candidate,jì xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_1.json,needs-review
接着,进一步,same-short-meaning-candidate,jìn yī bù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
接着,持续,same-short-meaning-candidate,chí xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
推进,进行,same-short-meaning-candidate,jìn xíng,tiến hành,exact normalized Vietnamese short meaning: tiến hành,hsk_2.json,needs-review
提高,增加,same-short-meaning-candidate,zēng jiā,tăng,exact normalized Vietnamese short meaning: tăng,hsk_2.json,needs-review
播出,广播,same-short-meaning-candidate,guǎng bō,phát sóng,exact normalized Vietnamese short meaning: phát sóng,hsk_2.json,needs-review
播出,播放,same-short-meaning-candidate,bō fàng,phát sóng,exact normalized Vietnamese short meaning: phát sóng,hsk_3.json,needs-review
播放,广播,same-short-meaning-candidate,guǎng bō,phát sóng,exact normalized Vietnamese short meaning: phát sóng,hsk_2.json,needs-review
播放,播出,same-short-meaning-candidate,bō chū,phát sóng,exact normalized Vietnamese short meaning: phát sóng,hsk_3.json,needs-review
操心,着急,same-short-meaning-candidate,zháo jí,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_1.json,needs-review
操心,担心,same-short-meaning-candidate,dān xīn,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_1.json,needs-review
支持,主持,homophone,zhǔ chí,dẫn chương trình,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
收到,接到,same-short-meaning-candidate,jiē dào,nhận được,exact normalized Vietnamese short meaning: nhận được,hsk_2.json,needs-review
收到,受到,same-short-meaning-candidate,shòu dào,nhận được,exact normalized Vietnamese short meaning: nhận được,hsk_2.json,needs-review
收看,观看,same-short-meaning-candidate,guān kàn,xem,exact normalized Vietnamese short meaning: xem,hsk_3.json,needs-review
改变,变化,same-short-meaning-candidate,biàn huà,thay đổi,exact normalized Vietnamese short meaning: thay đổi,hsk_2.json,needs-review
改变,转变,same-short-meaning-candidate,zhuǎn biàn,thay đổi,exact normalized Vietnamese short meaning: thay đổi,hsk_3.json,needs-review
放假,休假,same-short-meaning-candidate,xiū jià,nghỉ phép,exact normalized Vietnamese short meaning: nghỉ phép,hsk_2.json,needs-review
故乡,老家,same-short-meaning-candidate,lǎo jiā,quê hương,exact normalized Vietnamese short meaning: quê hương,hsk_2.json,needs-review
故乡,家乡,same-short-meaning-candidate,jiā xiāng,quê hương,exact normalized Vietnamese short meaning: quê hương,hsk_3.json,needs-review
效果,有效,same-short-meaning-candidate,yǒu xiào,hiệu quả,exact normalized Vietnamese short meaning: hiệu quả,hsk_3.json,needs-review
教室,课堂,same-short-meaning-candidate,kè táng,lớp học,exact normalized Vietnamese short meaning: lớp học,hsk_2.json,needs-review
教师,老师,same-short-meaning-candidate,lǎo shī,giáo viên,exact normalized Vietnamese short meaning: giáo viên,hsk_1.json,needs-review
整个,整整,same-short-meaning-candidate,zhěng zhěng,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_1.json,needs-review
整个,全部,same-short-meaning-candidate,quán bù,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_1.json,needs-review
整个,全体,same-short-meaning-candidate,quán tǐ,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_2.json,needs-review
整整,全部,same-short-meaning-candidate,quán bù,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_1.json,needs-review
整整,全体,same-short-meaning-candidate,quán tǐ,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_2.json,needs-review
整整,整个,same-short-meaning-candidate,zhěng gè,toàn bộ,exact normalized Vietnamese short meaning: toàn bộ,hsk_3.json,needs-review
整理,安排,same-short-meaning-candidate,ān pái,sắp xếp,exact normalized Vietnamese short meaning: sắp xếp,hsk_1.json,needs-review
整理,处理,same-short-meaning-candidate,chǔ lǐ,sắp xếp,exact normalized Vietnamese short meaning: sắp xếp,hsk_3.json,needs-review
新闻,消息,same-short-meaning-candidate,xiāo xi,tin tức,exact normalized Vietnamese short meaning: tin tức,hsk_2.json,needs-review
方式,办法,same-short-meaning-candidate,bàn fǎ,cách,exact normalized Vietnamese short meaning: cách,hsk_1.json,needs-review
旁边,隔壁,same-short-meaning-candidate,gé bì,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_2.json,needs-review
旁边,身边,same-short-meaning-candidate,shēn biān,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_2.json,needs-review
旅游,理由,homophone,lǐ yóu,lý do,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
旅游,旅行,same-short-meaning-candidate,lǚ xíng,du lịch,exact normalized Vietnamese short meaning: du lịch,hsk_1.json,needs-review
旅行,旅游,same-short-meaning-candidate,lǚ yóu,du lịch,exact normalized Vietnamese short meaning: du lịch,hsk_2.json,needs-review
旅馆,酒店,same-short-meaning-candidate,jiǔ diàn,khách sạn,exact normalized Vietnamese short meaning: khách sạn,hsk_2.json,needs-review
旅馆,宾馆,same-short-meaning-candidate,bīn guǎn,khách sạn,exact normalized Vietnamese short meaning: khách sạn,hsk_2.json,needs-review
日子,生活,same-short-meaning-candidate,shēng huó,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_1.json,needs-review
日子,人生,same-short-meaning-candidate,rén shēng,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_2.json,needs-review
日子,生命,same-short-meaning-candidate,shēng mìng,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_3.json,needs-review
早上,上午,same-short-meaning-candidate,shàng wǔ,buổi sáng,exact normalized Vietnamese short meaning: buổi sáng,hsk_1.json,needs-review
早晨,清晨,same-short-meaning-candidate,qīng chén,sáng sớm,exact normalized Vietnamese short meaning: sáng sớm,hsk_2.json,needs-review
早餐,早饭,same-short-meaning-candidate,zǎo fàn,bữa sáng,exact normalized Vietnamese short meaning: bữa sáng,hsk_1.json,needs-review
早饭,早餐,same-short-meaning-candidate,zǎo cān,bữa sáng,exact normalized Vietnamese short meaning: bữa sáng,hsk_2.json,needs-review
时候,时间,same-short-meaning-candidate,shí jiān,thời gian,exact normalized Vietnamese short meaning: thời gian,hsk_1.json,needs-review
时刻,老是,same-short-meaning-candidate,lǎo shì,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
时刻,总是,same-short-meaning-candidate,zǒng shì,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
时刻,从来,same-short-meaning-candidate,cóng lái,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
时间,时候,same-short-meaning-candidate,shí hou,thời gian,exact normalized Vietnamese short meaning: thời gian,hsk_1.json,needs-review
明星,星星,same-short-meaning-candidate,xīng xing,ngôi sao,exact normalized Vietnamese short meaning: ngôi sao,hsk_2.json,needs-review
明显,清楚,same-short-meaning-candidate,qīng chu,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_2.json,needs-review
明显,显然,same-short-meaning-candidate,xiǎn rán,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
明显,可见,same-short-meaning-candidate,kě jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
明显,显而易见,same-short-meaning-candidate,xiǎn ér yì jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
明白,懂得,same-short-meaning-candidate,dǒng dé,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_2.json,needs-review
明白,领悟,same-short-meaning-candidate,lǐng wù,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
明白,理解,same-short-meaning-candidate,lǐ jiě,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
明白,体会,same-short-meaning-candidate,tǐ huì,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
星星,明星,same-short-meaning-candidate,míng xīng,ngôi sao,exact normalized Vietnamese short meaning: ngôi sao,hsk_2.json,needs-review
显然,清楚,same-short-meaning-candidate,qīng chu,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_2.json,needs-review
显然,可见,same-short-meaning-candidate,kě jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
显然,显而易见,same-short-meaning-candidate,xiǎn ér yì jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
显然,明显,same-short-meaning-candidate,míng xiǎn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
晚餐,晚饭,same-short-meaning-candidate,wǎn fàn,bữa tối,exact normalized Vietnamese short meaning: bữa tối,hsk_1.json,needs-review
晚饭,晚餐,same-short-meaning-candidate,wǎn cān,bữa tối,exact normalized Vietnamese short meaning: bữa tối,hsk_2.json,needs-review
普及,流行,same-short-meaning-candidate,liú xíng,phổ biến,exact normalized Vietnamese short meaning: phổ biến,hsk_1.json,needs-review
普及,常见,same-short-meaning-candidate,cháng jiàn,phổ biến,exact normalized Vietnamese short meaning: phổ biến,hsk_2.json,needs-review
普通,一般,same-short-meaning-candidate,yī bān,thông thường,exact normalized Vietnamese short meaning: thông thường,hsk_1.json,needs-review
景点,经典,homophone,jīng diǎn,kinh điển,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
景色,风景,same-short-meaning-candidate,fēng jǐng,phong cảnh,exact normalized Vietnamese short meaning: phong cảnh,hsk_1.json,needs-review
暑假,书架,homophone,shū jià,giá sách,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
暖和,温暖,same-short-meaning-candidate,wēn nuǎn,ấm áp,exact normalized Vietnamese short meaning: ấm áp,hsk_2.json,needs-review
最后,终于,same-short-meaning-candidate,zhōng yú,cuối cùng,exact normalized Vietnamese short meaning: cuối cùng,hsk_1.json,needs-review
最后,到底,same-short-meaning-candidate,dào dǐ,cuối cùng,exact normalized Vietnamese short meaning: cuối cùng,hsk_3.json,needs-review
最近,附近,same-short-meaning-candidate,fù jìn,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_2.json,needs-review
最近,近期,same-short-meaning-candidate,jìn qī,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_3.json,needs-review
有些,有的,same-short-meaning-candidate,yǒu de,một số,exact normalized Vietnamese short meaning: một số,hsk_1.json,needs-review
有关,关系,same-short-meaning-candidate,guān xi,liên quan đến,exact normalized Vietnamese short meaning: liên quan đến,hsk_1.json,needs-review
有效,效果,same-short-meaning-candidate,xiào guǒ,hiệu quả,exact normalized Vietnamese short meaning: hiệu quả,hsk_1.json,needs-review
有时,有时候,same-short-meaning-candidate,yǒu shí hou,đôi khi,exact normalized Vietnamese short meaning: Đôi khi,hsk_1.json,needs-review
有用,实惠,same-short-meaning-candidate,shí huì,hữu ích,exact normalized Vietnamese short meaning: hữu ích,hsk_2.json,needs-review
有的,有些,same-short-meaning-candidate,yǒu xiē,một số,exact normalized Vietnamese short meaning: một số,hsk_1.json,needs-review
未来,将来,same-short-meaning-candidate,jiāng lái,tương lai,exact normalized Vietnamese short meaning: tương lai,hsk_2.json,needs-review
本事,能力,same-short-meaning-candidate,néng lì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_2.json,needs-review
本事,才能,same-short-meaning-candidate,cái néng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
本事,本领,same-short-meaning-candidate,běn lǐng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
本领,能力,same-short-meaning-candidate,néng lì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_2.json,needs-review
本领,才能,same-short-meaning-candidate,cái néng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
本领,本事,same-short-meaning-candidate,běn shì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
来到,直到,same-short-meaning-candidate,zhí dào,đến,exact normalized Vietnamese short meaning: đến,hsk_3.json,needs-review
来到,传来,same-short-meaning-candidate,chuán lái,đến,exact normalized Vietnamese short meaning: đến,hsk_3.json,needs-review
来往,联系,same-short-meaning-candidate,lián xì,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_2.json,needs-review
来往,打交道,same-short-meaning-candidate,dǎ jiāo dao,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_3.json,needs-review
来源,源头,same-short-meaning-candidate,yuán tóu,nguồn gốc,exact normalized Vietnamese short meaning: nguồn gốc,hsk_3.json,needs-review
极了,非常,same-short-meaning-candidate,fēi cháng,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_1.json,needs-review
极了,要命,same-short-meaning-candidate,yào mìng,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_3.json,needs-review
极其,十分,same-short-meaning-candidate,shí fēn,rất,exact normalized Vietnamese short meaning: rất,hsk_2.json,needs-review
标准,规范,same-short-meaning-candidate,guī fàn,tiêu chuẩn,exact normalized Vietnamese short meaning: tiêu chuẩn,hsk_3.json,needs-review
标题,题目,same-short-meaning-candidate,tí mù,tiêu đề,exact normalized Vietnamese short meaning: tiêu đề,hsk_3.json,needs-review
校长,院长,same-short-meaning-candidate,yuàn zhǎng,hiệu trưởng,exact normalized Vietnamese short meaning: hiệu trưởng,hsk_2.json,needs-review
根本,完全,same-short-meaning-candidate,wán quán,hoàn toàn,exact normalized Vietnamese short meaning: hoàn toàn,hsk_2.json,needs-review
根本,全都,same-short-meaning-candidate,quán dōu,hoàn toàn,exact normalized Vietnamese short meaning: hoàn toàn,hsk_2.json,needs-review
欢乐,快乐,same-short-meaning-candidate,kuài lè,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_1.json,needs-review
欢乐,开心,same-short-meaning-candidate,kāi xīn,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_2.json,needs-review
欢乐,愉快,same-short-meaning-candidate,yú kuài,vui vẻ,exact normalized Vietnamese short meaning: vui vẻ,hsk_2.json,needs-review
欣赏,羡慕,same-short-meaning-candidate,xiàn mù,ngưỡng mộ,exact normalized Vietnamese short meaning: ngưỡng mộ,hsk_2.json,needs-review
正常,平常,same-short-meaning-candidate,píng cháng,bình thường,exact normalized Vietnamese short meaning: bình thường,hsk_2.json,needs-review
正式,正是,homophone,zhèng shì,chính xác là,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
正是,正式,homophone,zhèng shì,chính thức,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
正点,准时,same-short-meaning-candidate,zhǔn shí,đúng giờ,exact normalized Vietnamese short meaning: Đúng giờ,hsk_2.json,needs-review
母亲,妈妈,same-short-meaning-candidate,mā ma,mẹ,exact normalized Vietnamese short meaning: mẹ,hsk_1.json,needs-review
比如,例子,same-short-meaning-candidate,lì zi,ví dụ,exact normalized Vietnamese short meaning: ví dụ,hsk_2.json,needs-review
比如,例如,same-short-meaning-candidate,lì rú,ví dụ,exact normalized Vietnamese short meaning: ví dụ,hsk_2.json,needs-review
比如,比方说,same-short-meaning-candidate,bǐ fang shuō,Ví dụ,exact normalized Vietnamese short meaning: ví dụ,hsk_3.json,needs-review
毛病,缺点,same-short-meaning-candidate,quē diǎn,khuyết điểm,exact normalized Vietnamese short meaning: khuyết điểm,hsk_3.json,needs-review
气氛,空气,same-short-meaning-candidate,kōng qì,không khí,exact normalized Vietnamese short meaning: không khí,hsk_1.json,needs-review
水平,程度,same-short-meaning-candidate,chéng dù,mức độ,exact normalized Vietnamese short meaning: mức độ,hsk_2.json,needs-review
汉语,中文,same-short-meaning-candidate,zhōng wén,tiếng Trung,exact normalized Vietnamese short meaning: tiếng Trung,hsk_1.json,needs-review
没事,没关系,same-short-meaning-candidate,méi guān xi,không sao,exact normalized Vietnamese short meaning: không sao,hsk_1.json,needs-review
没有,不要,same-short-meaning-candidate,bù yào,không,exact normalized Vietnamese short meaning: không,hsk_1.json,needs-review
注意,关注,same-short-meaning-candidate,guān zhù,chú ý,exact normalized Vietnamese short meaning: chú ý,hsk_3.json,needs-review
流行,常见,same-short-meaning-candidate,cháng jiàn,phổ biến,exact normalized Vietnamese short meaning: phổ biến,hsk_2.json,needs-review
流行,普及,same-short-meaning-candidate,pǔ jí,phổ biến,exact normalized Vietnamese short meaning: phổ biến,hsk_3.json,needs-review
海滨,黑板,homophone,hēi bǎn,bảng đen,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
海滨,海边,same-short-meaning-candidate,hǎi biān,bờ biển,exact normalized Vietnamese short meaning: bờ biển,hsk_2.json,needs-review
海边,海滨,same-short-meaning-candidate,hǎi bīn,bờ biển,exact normalized Vietnamese short meaning: bờ biển,hsk_3.json,needs-review
消失,不见,same-short-meaning-candidate,bù jiàn,biến mất,exact normalized Vietnamese short meaning: biến mất,hsk_3.json,needs-review
消息,新闻,same-short-meaning-candidate,xīn wén,tin tức,exact normalized Vietnamese short meaning: tin tức,hsk_2.json,needs-review
清晨,早晨,same-short-meaning-candidate,zǎo chén,sáng sớm,exact normalized Vietnamese short meaning: sáng sớm,hsk_2.json,needs-review
清楚,显然,same-short-meaning-candidate,xiǎn rán,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
清楚,可见,same-short-meaning-candidate,kě jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
清楚,显而易见,same-short-meaning-candidate,xiǎn ér yì jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
清楚,明显,same-short-meaning-candidate,míng xiǎn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
